mn,sd,med,type,par,ne,class,context,ft
0.185711633471361,0.0194309790509597,0.185202584571389,s,largedata/revise_features/dsfs_pop3_gf_CHG_Exon_1e+05_ft.RData,1e+05,dsfs,CHG,Exon
6.29588901774633,0.00119666254207163,6.29586278095613,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Exon_1e+05_ft.RData,1e+05,dsfs,CHG,Exon
5.02977133525435,0.00601446898643265,5.02986743985691,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Exon_1e+05_ft.RData,1e+05,dsfs,CHG,Exon
0.192465816641448,0.0207276998357791,0.191450003748905,s,largedata/revise_features/dsfs_pop3_gf_CHG_Exon_1e+06_ft.RData,1e+06,dsfs,CHG,Exon
7.29611574416746,0.00120864734737788,7.29610902001219,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Exon_1e+06_ft.RData,1e+06,dsfs,CHG,Exon
6.02768950323596,0.00638906424633049,6.02791403850551,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Exon_1e+06_ft.RData,1e+06,dsfs,CHG,Exon
0.180536590431418,0.019994841844091,0.179933653490241,s,largedata/revise_features/dsfs_pop3_gf_CHG_Exon_50000_ft.RData,50000,dsfs,CHG,Exon
5.9946751302723,0.00119221007023923,5.99467261732374,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Exon_50000_ft.RData,50000,dsfs,CHG,Exon
4.73034172531278,0.00620169088767571,4.73049855213625,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Exon_50000_ft.RData,50000,dsfs,CHG,Exon
0.190888735819103,0.0200681492926929,0.190662634800674,s,largedata/revise_features/dsfs_pop3_gf_CHG_Exon_5e+05_ft.RData,5e+05,dsfs,CHG,Exon
6.99504195435554,0.00119865505982986,6.99502892192705,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Exon_5e+05_ft.RData,5e+05,dsfs,CHG,Exon
5.7271618822563,0.00619846785762573,5.72717986456497,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Exon_5e+05_ft.RData,5e+05,dsfs,CHG,Exon
5.95853423394513,0.0231593108922553,5.95779175660308,s,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_down_5k_1e+05_ft.RData,1e+05,dsfs,CHG,Gene_down
6.04775987893328,0.00114798679697386,6.04776685403411,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_down_5k_1e+05_ft.RData,1e+05,dsfs,CHG,Gene_down
4.32502151849394,0.00148838103395451,4.32503977137279,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_down_5k_1e+05_ft.RData,1e+05,dsfs,CHG,Gene_down
5.96390172008781,0.0212872900845672,5.96384146366648,s,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_down_5k_1e+06_ft.RData,1e+06,dsfs,CHG,Gene_down
7.04792534233646,0.00109596148947654,7.04794979040314,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_down_5k_1e+06_ft.RData,1e+06,dsfs,CHG,Gene_down
5.32467301996621,0.00136649552844679,5.32466389115734,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_down_5k_1e+06_ft.RData,1e+06,dsfs,CHG,Gene_down
5.93729518350577,0.019505112150184,5.93850217360054,s,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_down_5k_50000_ft.RData,50000,dsfs,CHG,Gene_down
5.74598702840393,0.00104086515170502,5.74599258274085,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_down_5k_50000_ft.RData,50000,dsfs,CHG,Gene_down
4.0253571312115,0.00126171413055105,4.0252912525742,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_down_5k_50000_ft.RData,50000,dsfs,CHG,Gene_down
5.96003160395711,0.023164676824764,5.9577641955515,s,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_down_5k_5e+05_ft.RData,5e+05,dsfs,CHG,Gene_down
6.74675054325455,0.00112631972818332,6.74672722832761,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_down_5k_5e+05_ft.RData,5e+05,dsfs,CHG,Gene_down
5.02388955952601,0.00149051010187327,5.02403638024563,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_down_5k_5e+05_ft.RData,5e+05,dsfs,CHG,Gene_down
5.54758780111748,0.02065572440029,5.54719512704855,s,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_up_5k_1e+05_ft.RData,1e+05,dsfs,CHG,Gene_up
5.94650476004092,0.00108793238033197,5.9465467435991,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_up_5k_1e+05_ft.RData,1e+05,dsfs,CHG,Gene_up
4.34672058343378,0.00137042800081432,4.34673786913801,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_up_5k_1e+05_ft.RData,1e+05,dsfs,CHG,Gene_up
5.5745736304157,0.0212089754250381,5.57536035260082,s,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_up_5k_1e+06_ft.RData,1e+06,dsfs,CHG,Gene_up
6.94751755081406,0.00112293815929185,6.9475415487618,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_up_5k_1e+06_ft.RData,1e+06,dsfs,CHG,Gene_up
5.34494659810344,0.00140402114474921,5.34488866952247,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_up_5k_1e+06_ft.RData,1e+06,dsfs,CHG,Gene_up
5.53936760082908,0.0193118877507396,5.54243234514797,s,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_up_5k_50000_ft.RData,50000,dsfs,CHG,Gene_up
5.6452012084934,0.00106811752484299,5.64522641947343,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_up_5k_50000_ft.RData,50000,dsfs,CHG,Gene_up
4.0462407203785,0.0012788164897057,4.04603558914231,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_up_5k_50000_ft.RData,50000,dsfs,CHG,Gene_up
5.5687272451302,0.0219378251179982,5.56906067022729,s,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_up_5k_5e+05_ft.RData,5e+05,dsfs,CHG,Gene_up
6.64622583686431,0.00112538795127262,6.64623419350121,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_up_5k_5e+05_ft.RData,5e+05,dsfs,CHG,Gene_up
5.0442910160937,0.00145280830373555,5.04425741125029,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Gene_up_5k_5e+05_ft.RData,5e+05,dsfs,CHG,Gene_up
0.000468246284232023,0.000414396918810907,0.000329388875913759,s,largedata/revise_features/dsfs_pop3_gf_CHG_Intergenic_1e+05_ft.RData,1e+05,dsfs,CHG,Intergenic
5.24146679791323,0.000509088514897843,5.24146944620376,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Intergenic_1e+05_ft.RData,1e+05,dsfs,CHG,Intergenic
4.59911602538974,0.000542769813857132,4.59912019889561,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Intergenic_1e+05_ft.RData,1e+05,dsfs,CHG,Intergenic
0.000473388492147824,0.000413089657827399,0.000336210446922205,s,largedata/revise_features/dsfs_pop3_gf_CHG_Intergenic_1e+06_ft.RData,1e+06,dsfs,CHG,Intergenic
6.24144881696093,0.00052898731817349,6.24145800299885,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Intergenic_1e+06_ft.RData,1e+06,dsfs,CHG,Intergenic
5.59909348151513,0.000562064147681189,5.59910175778572,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Intergenic_1e+06_ft.RData,1e+06,dsfs,CHG,Intergenic
0.000468266449946948,0.000410525774327943,0.000328395094464366,s,largedata/revise_features/dsfs_pop3_gf_CHG_Intergenic_50000_ft.RData,50000,dsfs,CHG,Intergenic
4.94050157424463,0.000523235551382207,4.94048993615053,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Intergenic_50000_ft.RData,50000,dsfs,CHG,Intergenic
4.29815400253708,0.000554628007740116,4.29814046680448,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Intergenic_50000_ft.RData,50000,dsfs,CHG,Intergenic
0.000468628884042161,0.000421122399740207,0.000323576635433682,s,largedata/revise_features/dsfs_pop3_gf_CHG_Intergenic_5e+05_ft.RData,5e+05,dsfs,CHG,Intergenic
5.94043752038266,0.000516648763291322,5.94044011288213,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Intergenic_5e+05_ft.RData,5e+05,dsfs,CHG,Intergenic
5.29808284259655,0.000553338867526322,5.29808868762618,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Intergenic_5e+05_ft.RData,5e+05,dsfs,CHG,Intergenic
1.25049224688336,0.0233616956400733,1.25018683616463,s,largedata/revise_features/dsfs_pop3_gf_CHG_Intron_1e+05_ft.RData,1e+05,dsfs,CHG,Intron
6.06461335267709,0.0011565961412559,6.06462349649232,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Intron_1e+05_ft.RData,1e+05,dsfs,CHG,Intron
4.76996893003383,0.00405973683179132,4.76998233971473,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Intron_1e+05_ft.RData,1e+05,dsfs,CHG,Intron
1.2584195531454,0.0198786837791431,1.2587356630673,s,largedata/revise_features/dsfs_pop3_gf_CHG_Intron_1e+06_ft.RData,1e+06,dsfs,CHG,Intron
7.06486711476196,0.00108182373191494,7.06486530293274,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Intron_1e+06_ft.RData,1e+06,dsfs,CHG,Intron
5.76858860242669,0.00344929396722729,5.76852059788054,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Intron_1e+06_ft.RData,1e+06,dsfs,CHG,Intron
1.24355156074403,0.0221965978322551,1.24274667457448,s,largedata/revise_features/dsfs_pop3_gf_CHG_Intron_50000_ft.RData,50000,dsfs,CHG,Intron
5.76334370304944,0.00111381025937903,5.76334843360813,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Intron_50000_ft.RData,50000,dsfs,CHG,Intron
4.47013244645865,0.00388650644875306,4.47027330102712,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Intron_50000_ft.RData,50000,dsfs,CHG,Intron
1.26156098082182,0.0205607975540002,1.26207030935775,s,largedata/revise_features/dsfs_pop3_gf_CHG_Intron_5e+05_ft.RData,5e+05,dsfs,CHG,Intron
