mn,sd,med,type,par,ne,class,teo,context,ft
5.59161407183425,0.00105304284889863,5.59156394288621,mu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hyper_1e+05_ft.RData,1e+05,dsfs,hyper,CG,Intron
3.59738858434602,0.0140444096265168,3.59783238438543,s,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hyper_1e+06_ft.RData,1e+06,dsfs,hyper,CG,Intron
7.32979281486129,0.0720549838808686,7.32812737523043,nu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hyper_1e+06_ft.RData,1e+06,dsfs,hyper,CG,Intron
6.59138429371979,0.000960863552526045,6.59130741157844,mu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hyper_1e+06_ft.RData,1e+06,dsfs,hyper,CG,Intron
3.59469795349282,0.0146123474227031,3.59514357484995,s,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hyper_50000_ft.RData,50000,dsfs,hyper,CG,Intron
6.02312152036861,0.0712358660175239,6.02261347379606,nu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hyper_50000_ft.RData,50000,dsfs,hyper,CG,Intron
5.29054654189646,0.00102378206107788,5.29050559209348,mu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hyper_50000_ft.RData,50000,dsfs,hyper,CG,Intron
3.59789787695312,0.0144256188319245,3.59849806634556,s,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hyper_5e+05_ft.RData,5e+05,dsfs,hyper,CG,Intron
7.03087742327555,0.0702886435794473,7.0303603145487,nu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hyper_5e+05_ft.RData,5e+05,dsfs,hyper,CG,Intron
6.29032509579472,0.0010479517399314,6.29037647056623,mu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hyper_5e+05_ft.RData,5e+05,dsfs,hyper,CG,Intron
1.40034448626405,0.534301877331678,1.61240159730225,s,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hypo_1e+05_ft.RData,1e+05,dsfs,hypo,CG,Intron
5.85125136229953,0.014472258550039,5.85663258255807,nu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hypo_1e+05_ft.RData,1e+05,dsfs,hypo,CG,Intron
4.66289378555536,0.0892618025405265,4.62694689997925,mu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hypo_1e+05_ft.RData,1e+05,dsfs,hypo,CG,Intron
1.70077271264192,0.0656378029701798,1.70817284592611,s,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hypo_1e+06_ft.RData,1e+06,dsfs,hypo,CG,Intron
6.85893020245694,0.00254422626629458,6.85899222662658,nu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hypo_1e+06_ft.RData,1e+06,dsfs,hypo,CG,Intron
