trait,Her_K1,Her_K2,Her_K3,Her_K4,Her_K5,Her_K6,Her_ALL,context,rep,pretty_name,h2
Fuma2_Res_With_IBM_For_GWAS,-0.010991,0.03119,0.002655,-0.000833,0.007833,-0.030457,-0.000602,CG_landrace_maize,S70,NA,0.029854
Fuma2_Res_With_IBM_For_GWAS,-0.008089,0.003982,0.004995,-0.013539,-0.113495,-0.039223,-0.165368,CG_landrace_maize,S95,NA,-0.126146
Fuma2_Res_With_IBM_For_GWAS,0.022853,0.017671,0.016118,0.006297,-0.525807, 0.081596,-0.381272,CG_landrace_maize,S62,NA,-0.462868
Fuma2_Res_With_IBM_For_GWAS,-0.008336,-0.007519,0.005208,-0.002045,-0.054306,-0.014872,-0.081869,CG_landrace_maize,S28,NA,-0.066998
Fuma2_Res_With_IBM_For_GWAS,-0.000739,0.005072,-0.000451,-0.001402,0.001725, 0.005307, 0.009512,CG_landrace_maize,S52,NA,0.004205
Fuma2_Res_With_IBM_For_GWAS,-0.003886,-0.001565,-0.003159,0.004907,-0.000842, 0.026135, 0.021590,CG_landrace_maize,S77,NA,-0.004545
Fuma2_Res_With_IBM_For_GWAS,-0.000837,0.001353,7e-04,0.003656,-0.162126, 0.053591,-0.103663,CG_landrace_maize,S93,NA,-0.157254
Fuma2_Res_With_IBM_For_GWAS,-0.017979,-0.015228,-0.013994,-0.029464,-0.065209, 0.185696, 0.043821,CG_landrace_maize,S10,NA,-0.141874
Fuma2_Res_With_IBM_For_GWAS,0.002498,-0.002564,-6.3e-05,0.000366,-0.004433,-0.015549,-0.019745,CG_landrace_maize,S34,NA,-0.004196
Fuma2_Res_With_IBM_For_GWAS,0.000558,-0.00223,-0.011402,0.151501,-0.034001, 0.062672, 0.167099,CG_landrace_maize,S83,NA,0.104426
