value,type,par,ne
2.02780447603391,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02780447603391,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02783126444376,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02808122505655,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02808122505655,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02808122505655,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02808122505655,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02707203689291,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02707203689291,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02707203689291,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02650785801709,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02660706161474,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02660706161474,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02660706161474,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02660706161474,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02737814433549,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02737814433549,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02737814433549,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02738703623418,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02738703623418,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02686046995974,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02686046995974,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02686046995974,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02686046995974,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
