f,Freq
0,1099239
1,175669
2,118346
3,81901
4,77963
5,69514
6,70240
7,70952
8,77753
9,83857
10,99468
11,118902
12,153800
13,203855
14,280402
15,370305
16,475107
17,594743
18,738623
19,899470
20,1083075
21,1273156
22,1456536
23,1594314
24,1674669
25,1648225
26,1493717
27,1178849
28,687299
