Chr	Pos	CpG_A632	CpG_B37	CpG_B73	CpG_B97	CpG_CML322	CpG_HP301	CpG_IL14	CpG_LH123HT	CpG_LH82	CpG_Mo17	CpG_Oh43	CpG_P39	CpG_PHZ51	CpG_Tx303
1	500000.5	0.809720096153467	0.813648475355865	0.865927141409133	0.761390062290848	0.823592399867292	0.805763874045412	0.814584457482263	0.799048737335418	0.828021286497982	0.828456310368397	0.83273255468204	0.808937352456181	0.821213764006461	0.816661482833405
1	1500000.5	0.811876616788122	0.81434996274929	0.871254414534891	0.745723008700852	0.813949516263195	0.800394912277764	0.809392006454812	0.800480589714774	0.824088372955092	0.818608987326915	0.815340875063211	0.78693718988061	0.815206915106102	0.816743415409512
1	2500000.5	0.778020068678631	0.752655900241022	0.829282729094518	0.693844823522129	0.725921602763968	0.747197141205226	0.700527655474471	0.750837547574298	0.782395606215662	0.766323456306195	0.764402430744384	0.700985890675752	0.790572007921256	0.722558225670767
1	3500000.5	0.673257366605316	0.700264862551412	0.747582789577229	0.675673201408073	0.68414245717909	0.677783044869642	0.639918738111645	0.666144238720621	0.695462444144952	0.682147374419195	0.661994360709023	0.609553747671308	0.676835765686587	0.677601203017987
1	4500000.5	0.6744112807273	0.73492214576297	0.784285052440308	0.648804608639756	0.698851942526866	0.674781011323062	0.659627411012077	0.697728719182516	0.726827820909407	0.713163971538664	0.696071633088136	0.678808081876879	0.721637045821531	0.718789610253793
1	5500000.5	0.616827784331293	0.692937931196293	0.734070588470257	0.61776011287182	0.656070594039993	0.667881239065213	0.658303526769987	0.675890273724259	0.66914563366276	0.660394421282982	0.665639682135472	0.643260198412226	0.702217815469341	0.644181755873778
1	6500000.5	0.697884323811233	0.768914822219913	0.80302422380422	0.677644326269845	0.686126618718584	0.7166568874358	0.704466767692157	0.730056529795833	0.768545676595027	0.702430262305948	0.755719200692767	0.706166565082669	0.720327266029049	0.71628166695888
1	7500000.5	0.689235202888552	0.721206306209623	0.7829200968027	0.687374034329633	0.687397107408733	0.662892263900373	0.682713438549646	0.66861453259341	0.707053714337216	0.700565645722653	0.691924944204945	0.654276745820307	0.730177966283289	0.710991926988223
1	8500000.5	0.657665526500305	0.65629925787659	0.777041804005824	0.646743054445747	0.682527323454904	0.652435625218833	0.640918023487785	0.623116358043367	0.694749413344165	0.668711229651927	0.6805055038794	0.654809018780664	0.716292495934204	0.693594616118908
1	9500000.5	0.646775847197033	0.675387460952744	0.790699408997871	0.634865685087677	0.701787896973509	0.686734092656328	0.717470835035287	0.697257008008595	0.693691861315675	0.701426961971557	0.698798881498735	0.683813035094698	0.729658009995635	0.719952309144234
1	10500000.5	0.735915448691199	0.710950281562109	0.82618525958809	0.702422752998781	0.749289730314644	0.726330751236981	0.763871257059789	0.740952990521641	0.783312776776576	0.773836870945105	0.773768500763951	0.756598538282829	0.786979604706789	0.772725438443627
1	11500000.5	0.742530540818437	0.751960343394114	0.826734925116345	0.731986610549817	0.771264214539639	0.775460941140691	0.758279729222534	0.71556974844242	0.785449358350806	0.775108565400894	0.760774709727386	0.696128474032896	0.784837263586426	0.76834683907553
1	12500000.5	0.636706938077415	0.703218864484364	0.770794262347675	0.631879687121012	0.710455508238137	0.653490005715008	0.656197707268847	0.668172226792289	0.691879851388827	0.680858758455579	0.66554214464874	0.607350929667648	0.684669836089866	0.661460559898369
1	13500000.5	0.701235625197029	0.706112368854872	0.803269504320644	0.663787350155919	0.713351873715098	0.709549368147394	0.690567753864251	0.738566817177697	0.735904253473956	0.702204249226181	0.725953631756859	0.712957078767529	0.750894349042065	0.709233090814885
1	14500000.5	0.776389860247078	0.764045631737374	0.840208195333023	0.723180328297641	0.769445691867164	0.768960314887642	0.747889155597914	0.762377176169278	0.780102333522644	0.77705933190693	0.764399331534349	0.738182451596244	0.787018120448753	0.763302625476731
1	15500000.5	0.678416381122452	0.682944686812628	0.80002807244721	0.682250169803653	0.703098871665928	0.708743528105537	0.674484925684284	0.69679697352031	0.699725546213	0.729930731011879	0.702744862674274	0.63990498614685	0.716305404628723	0.703503476732747
1	16500000.5	0.752119861474879	0.748168376017307	0.805104115031055	0.700704240875328	0.765147410010202	0.69584798530598	0.703883616395389	0.711537300176699	0.764906357327311	0.71454033651785	0.743477412262083	0.694816504296371	0.731111499476385	0.73056039399912
1	17500000.5	0.777115717276702	0.740394878354118	0.818027998286515	0.683959302121259	0.729115680010879	0.708488737392616	0.715739280642933	0.687307639340693	0.750276017885824	0.74883228828821	0.759190669259987	0.710078059374574	0.772170703162131	0.753301563477426
1	18500000.5	0.770838239833465	0.785979528306012	0.831283316700733	0.744686028621166	0.787958176848435	0.770583333689126	0.711817565347992	0.746669099688656	0.787048230496168	0.736793759327896	0.780181273878602	0.700604014142113	0.792151516934542	0.772125218304978
1	19500000.5	0.686451422139339	0.713886891675585	0.814828431894807	0.696445677658654	0.732801141155499	0.719414827625925	0.693725179841531	0.704920403223941	0.762720983583925	0.733460443863511	0.693054457037209	0.699488319456331	0.764889432097185	0.763363534131109
1	20500000.5	0.751393023195367	0.757014029565377	0.852259011891119	0.686671776512273	0.746927581093088	0.757705662527632	0.720782479506364	0.71235302174612	0.771132965818154	0.739719226123061	0.802282446374354	0.717105248116256	0.779882352754164	0.773429954593082
1	21500000.5	0.755927201767455	0.754033985440499	0.85365637662923	0.698483332510784	0.77223232361174	0.755714843687727	0.737170880555976	0.763292953760509	0.784860415067334	0.784320179397834	0.764638045147179	0.750347112583922	0.78618633236064	0.783547652493793
1	22500000.5	0.693576508702084	0.727644261011531	0.82994512767908	0.657947927170257	0.732496949377241	0.779156236301442	0.686433410019953	0.712553479617975	0.724684404068921	0.711024747870488	0.743904578935953	0.67884120712259	0.741396122018807	0.724532593924913
1	23500000.5	0.733273160507703	0.743014953164407	0.79570226953161	0.698406191213226	0.747939809649276	0.724425608963209	0.703606197208439	0.743133736621318	0.756769593424543	0.712291349667975	0.763942179830375	0.690154898275607	0.765868928705669	0.733716931916659
1	24500000.5	0.711940681743784	0.73997938109179	0.838633764937813	0.678975772950196	0.770393204187164	0.740828354053396	0.777808920977163	0.757172587266151	0.775391900304574	0.754899968375259	0.774542046829401	0.667641153847048	0.795612531359418	0.758123473704661
1	25500000.5	0.753433128699112	0.713715632138247	0.820096034283498	0.686823345976632	0.748060685044848	0.76498426354753	0.704254570852789	0.726514788442719	0.757835095163052	0.75129490176488	0.742346419016589	0.686487053410062	0.770456990864221	0.749919590880349
1	26500000.5	0.734995721739075	0.728765014117578	0.841373356891341	0.690132521818078	0.772236615207796	0.700849830089531	0.765050045439922	0.715205126938031	0.745329955425909	0.724570722045035	0.732108574013055	0.697144179956023	0.755708642364033	0.740218749445733
1	27500000.5	0.732185549641983	0.709321048524308	0.810019154789737	0.680004878171293	0.739378301828974	0.734217535950694	0.668820084192081	0.691408018519385	0.748686727640512	0.689380495941945	0.719760734761641	0.655706832295149	0.730792396801599	0.700891859883151
1	28500000.5	0.757443725145253	0.745692784059612	0.833478546220224	0.674895016084119	0.753262430103289	0.713091141108754	0.753695884913173	0.770405039585144	0.749545626328738	0.753528800642746	0.779499142103435	0.69894995106705	0.750498919369103	0.764795547051278
1	29500000.5	0.683098164576083	0.737637345341941	0.811857572018606	0.679475642589157	0.717680564206608	0.684480450237993	0.693720291652871	0.749324742282372	0.718196389182007	0.745913913659766	0.768737204693149	0.669790338313736	0.743495294822519	0.72592515423683
1	30500000.5	0.755447263633422	0.689924426083888	0.830815127624396	0.703028176573909	0.759606678362633	0.699643103853324	0.674870090281456	0.763786676792675	0.762650769847106	0.778095939479806	0.7776846375285	0.714675259860705	0.767856953286341	0.754313362581271
1	31500000.5	0.733770507819134	0.804162027710076	0.858496632902035	0.749606618103954	0.805387877553358	0.801896656177771	0.793383608472026	0.817406023888334	0.804262531395387	0.810686487277092	0.825796809014826	0.767474175617128	0.787183608269889	0.795477334641326
1	32500000.5	0.729358120888099	0.746549321784223	0.807649043322215	0.686454428975084	0.745687994543308	0.72062141252361	0.715674017520993	0.726532971787033	0.739608090063148	0.706730008826374	0.741336772505795	0.711456171564797	0.763617023995577	0.7191482278585
1	33500000.5	0.757355562165424	0.769246093993742	0.810828416635643	0.646037377237358	0.738931787243249	0.684044631424963	0.666875219912558	0.7279912730258	0.708879604668855	0.740701473731709	0.758512155989357	0.653906739334718	0.765996557921134	0.703341301471428
1	34500000.5	0.732062183546164	0.733472281580062	0.81629256679341	0.646868225972348	0.731577887934582	0.722260429247943	0.733784740298579	0.693948436437325	0.734255372320957	0.757267808328556	0.70919105765051	0.679000894825025	0.752041989127154	0.718591679547882
1	35500000.5	0.654752980307342	0.679621969827182	0.8063552566094	0.690382068318299	0.715473419759056	0.728875857265407	0.715316642689139	0.72014785453433	0.758659388638679	0.686045927663625	0.750718806710473	0.698823682706786	0.729023623580137	0.740921829924031
1	36500000.5	0.789590641437703	0.784384945646336	0.860262218373547	0.740085324854579	0.809463977753849	0.763859769404512	0.750212759898474	0.761418843793977	0.815768858091292	0.795121918638905	0.786101892187037	0.755845568912976	0.766889643246747	0.796311479128608
1	37500000.5	0.733935417672331	0.758125585301132	0.858624623707758	0.697608499810049	0.788799219913658	0.803090325067217	0.792819749132448	0.746417710048542	0.788564734041955	0.762989823901468	0.774794489442721	0.789819631799852	0.819525395555312	0.765221473567172
1	38500000.5	0.712593674619993	0.723756622803087	0.83949062839404	0.661658833993882	0.755398430838403	0.724703486261369	0.753239244740766	0.726082929977275	0.759938753610417	0.754005879797926	0.748604015125452	0.721962527689952	0.761338524481411	0.737902112845646
