Chr	Pos	CpG_AMES-8235	CpG_PI-620767	CpG_PI-620773	CpG_PI-620774	CpG_PI-620784	CpG_PI-620785	CpG_PI-620797	CpG_PI-620819	CpG_PI-620821	CpG_PI-620834	CpG_PI-620842	CpG_PI-620846	CpG_PI-620856	CpG_PI-620859	CpG_PI-620860	CpG_PI-628503	CpG_PI-628514
1	13500000.5	0.790638037537193	0.727121567641293	0.762875581985074	0.744769897427331	0.744238230081061	0.75343747897277	0.75326174324141	0.746091002771066	0.748766635775684	0.767435347260614	0.781090643684046	0.757021918777163	0.774754452298059	0.73194892420129	0.733575425089966	0.747694825639288	0.747916005359285
1	14500000.5	0.81033595276366	0.776108099351514	0.822037939245212	0.786725245441005	0.790334215775996	0.797972411316468	0.809447292048693	0.784979141788521	0.805727878579164	0.78993336280879	0.816451575736657	0.790919025114944	0.786449546759957	0.76595123632507	0.799092656150633	0.784505180569764	0.796104714135973
1	15500000.5	0.763099943396085	0.72286097389318	0.767172326110043	0.766422147564329	0.734082033164085	0.74911488018777	0.747529096449933	0.738813628225551	0.738361747406547	0.736445417524729	0.787881842831646	0.747346346839819	0.779105291842822	0.703214976124009	0.766937477450178	0.781495741076182	0.733171479540013
1	16500000.5	0.789916962624092	0.765911280068646	0.772117868057966	0.777702357268779	0.777185491639259	0.766187799029254	0.762937648160434	0.787495137673625	0.759416411137248	0.749780881255668	0.744357543945391	0.782699623779931	0.760273770691063	0.749797727131603	0.779553179605676	0.697065634868555	0.742449844068386
1	17500000.5	0.769670641153181	0.76878411168571	0.790181619002942	0.80191782270663	0.782010084333636	0.774927426013603	0.785850606548007	0.752610740896835	0.795001583586984	0.769483405865105	0.798162273486153	0.799780226833529	0.780668334156458	0.758474949110285	0.771364856408413	0.800888437592658	0.76858116213143
1	18500000.5	0.803024709487982	0.791217851987134	0.823850983219523	0.808173346697777	0.807536713009052	0.789584457631209	0.817891141050083	0.809343845586433	0.825216740616659	0.807793228656644	0.825110013607187	0.804596186200736	0.814190369840151	0.783907582002131	0.802187638048639	0.806449092955589	0.807552310843556
1	19500000.5	0.784048154370238	0.777687195637848	0.783259132766937	0.747247609056334	0.775793172692166	0.753226506947105	0.776968377146995	0.735589324236431	0.75544218613428	0.763125205204999	0.817892896047466	0.776206330608778	0.747813537751558	0.722957063539767	0.757409848463908	0.772567576657155	0.753361727509779
1	20500000.5	0.776983657631693	0.784941836826574	0.804615326347651	0.782414789071067	0.791290882419163	0.773753651298355	0.796098937841688	0.790185758337993	0.799996729839295	0.790435603327481	0.801598634316265	0.772201662737324	0.819834317943194	0.758655537201606	0.805592847149457	0.761599466660517	0.820208408735364
1	21500000.5	0.811702046297833	0.787693694441864	0.823313626523715	0.795637217587127	0.81715004253657	0.811022579837829	0.816321648107249	0.810446752171579	0.810325477157961	0.811687417371652	0.822236290499006	0.78644677586423	0.827583865774173	0.785093469226408	0.797197065206391	0.810793292575887	0.818421155156803
1	22500000.5	0.772395292127514	0.783900796439441	0.757839176202613	0.774509119134473	0.766149598182842	0.774010894173686	0.756630476836978	0.765852149219019	0.750901914405462	0.758246571038274	0.775254480693419	0.778163444853202	0.760263828406958	0.722777908941878	0.765806854031976	0.764221614372479	0.760872952693703
1	23500000.5	0.7957661539803	0.758566245886206	0.771528154032511	0.769672005752411	0.761567066367843	0.769624909894609	0.774187672356231	0.78465347866055	0.770742669098083	0.787967792522708	0.783628702952096	0.769810962255826	0.750498547910319	0.753369685806593	0.763557965691584	0.774599893458188	0.754330502591413
1	24500000.5	0.80680422683344	0.781623681559061	0.797473358238595	0.79977563448231	0.786674907448654	0.808071685856941	0.812326911531883	0.822665433073629	0.817518336104536	0.800997212544838	0.808445941862561	0.798185530963286	0.797796882498377	0.798399979543897	0.810019119411169	0.80200309952238	0.802687935327739
1	25500000.5	0.792930989321874	0.769773561383819	0.796560052925072	0.780465008368724	0.789619305296745	0.778497896133937	0.792554500543335	0.774423426237409	0.797288562550519	0.785444638171021	0.780968582241386	0.806521711818888	0.777120418796748	0.778678236734859	0.767318803206289	0.788519677439206	0.791354446276386
1	26500000.5	0.767010861694051	0.766270459416771	0.775139478721492	0.784517086593647	0.759851893916381	0.758320484254048	0.762776896375845	0.768410708311536	0.785619875555752	0.786329611054451	0.794678596614876	0.751654861698377	0.759097786202852	0.75309140899478	0.770435270537157	0.770262240183416	0.765985366728082
1	27500000.5	0.736544127421689	0.727483591870634	0.751990218829999	0.739149231784679	0.781561688196025	0.746968681193878	0.711414641508794	0.724549666912395	0.751592682358946	0.739627999547641	0.784076198542952	0.725102322381444	0.729478717168633	0.725723032744656	0.68540230419877	0.707199608487179	0.728095430700947
1	28500000.5	0.794335167936554	0.772103743077797	0.790029169208387	0.777401874553848	0.773086424268805	0.757567042816724	0.789223832468838	0.813535993031174	0.773980496666347	0.774645845821296	0.812614716227234	0.782124345343222	0.794753738011077	0.784867604781243	0.750554709380624	0.805518253834162	0.735209965392208
1	29500000.5	0.770818555109441	0.746631811893703	0.786268290315937	0.775538251836572	0.750685139018551	0.769014575007074	0.765414676273646	0.753551204059613	0.768241610211634	0.767093313651198	0.777673840728013	0.745795860079217	0.753852927220303	0.739560566901216	0.76365154287472	0.771758627964555	0.746493446298161
1	30500000.5	0.740932224260047	0.777627847347735	0.759854801176564	0.801075690921374	0.783462571289801	0.75990871309526	0.777913098540302	0.797436419976043	0.765747216351711	0.77791840162101	0.768978246380187	0.757503180206117	0.744426346555195	0.777961903488472	0.736427263163125	0.772385505092656	0.742942921708891
1	31500000.5	0.838349740475858	0.822989639556451	0.818443353990684	0.826459019980171	0.826042362406161	0.806249255283416	0.818962962337962	0.840461974954243	0.826045277053249	0.826687390530746	0.843135360077678	0.819051288336065	0.828891831509231	0.798094708398596	0.823801525762692	0.803753051884145	0.818557065501715
1	32500000.5	0.781095087917293	0.744482316592629	0.783393137494705	0.765918421999686	0.771777886719126	0.753534465604078	0.777401115762107	0.775429201624284	0.774851395446748	0.76493606733081	0.787362210814483	0.779247897011915	0.759730616938892	0.745350777406651	0.75971819833067	0.756337450167285	0.769876017013507
1	33500000.5	0.751274287496581	0.760486692624923	0.762255941164574	0.750411873621809	0.770655534898458	0.769369855611161	0.774564217995422	0.732339820924992	0.78892514846855	0.781945735473585	0.766635757309228	0.746204768504194	0.768119548374453	0.733024234420381	0.759141703814141	0.741020372670842	0.730523018608837
1	34500000.5	0.759599653368514	0.776594629579638	0.799350440950462	0.774521104108444	0.757813218601035	0.761703741434322	0.788940945124223	0.738816822088859	0.75745017177621	0.781745577263578	0.762797244319364	0.77199109098435	0.775351532459595	0.739615487683353	0.771427971330357	0.750602649163892	0.751598529645198
1	35500000.5	0.748317152004227	0.728713006510386	0.756154790308104	0.689855707854396	0.754525634902459	0.723716559099028	0.748413619434581	0.764874007826852	0.781301072605045	0.727191168182666	0.764536456778995	0.721126334856147	0.770224310782581	0.729369282735243	0.72768778081258	0.732868337715612	0.718740377076498
1	36500000.5	0.796859423340552	0.825453029075209	0.817626424878624	0.806120264354174	0.79587191645046	0.797334652395567	0.805255232001452	0.81170964056258	0.831867477612143	0.796623203544608	0.833759448312999	0.823759367639735	0.817321753917987	0.795060080560673	0.781428466092677	0.796002158034171	0.844955199168079
1	37500000.5	0.814053819560012	0.823444988268097	0.816109621216821	0.82540572140137	0.820049091039869	0.786274958093395	0.795908230047267	0.80467239079827	0.810215198511661	0.786614270765037	0.840304276263248	0.830224812537259	0.796950111871571	0.801670569239972	0.777975537674422	0.797141745953241	0.815752558452324
1	38500000.5	0.783809125520299	0.762126626936765	0.784903037723795	0.774065873619853	0.77258303034096	0.74960814452658	0.780661524523655	0.773265936900798	0.787487129259348	0.77828449953219	0.788793470413676	0.774607412729148	0.768436028217367	0.756689387160097	0.765960481674818	0.764311873237208	0.778547563629012
1	39500000.5	0.790168885649215	0.768558371750088	0.804671939070948	0.796199682132414	0.769752938524055	0.803313211034857	0.802443596860518	0.782746325066398	0.786369529846678	0.780919055233762	0.805730511874193	0.767272367215578	0.746819786931332	0.75143639785209	0.78491922756362	0.76339321854818	0.767978879135156
1	40500000.5	0.727837129180017	0.732372284708405	0.760471403665356	0.738286720135149	0.763818429688025	0.731849454990649	0.734379774188953	0.729260050422744	0.764351743115526	0.731917520638041	0.788990265019707	0.749681921591018	0.742046270568897	0.717460210273475	0.73431913923263	0.741520932689508	0.715132074152901
1	41500000.5	0.749536072707524	0.761175926542753	0.757667202192408	0.79433383079236	0.770579051172857	0.762440510767208	0.78133791610511	0.757439866267344	0.754960441377603	0.759898002946047	0.770417526584284	0.783944986744261	0.747866166875181	0.751712700938967	0.761962478087839	0.750880394491772	0.752295947321028
1	42500000.5	0.820493288535119	0.812040167373349	0.825223625055955	0.821665842479798	0.825364423363541	0.811441162095365	0.818886443761405	0.823266333754878	0.824792128843744	0.810782791913088	0.838522749862842	0.824904769822914	0.807417407554156	0.811329340772724	0.812087836032659	0.839600267594628	0.822156890497677
1	43500000.5	0.725332700743779	0.730304615509362	0.771824918820897	0.764765809623735	0.74290976824429	0.754645745582533	0.776343457572684	0.738052229446158	0.716340064327003	0.743066019608898	0.765258567647456	0.735810233536097	0.751842932160041	0.720620842342462	0.766290187672749	0.751085232424843	0.769603498251921
1	44500000.5	0.809392288180456	0.763526824885864	0.810501804103657	0.790564641799496	0.813529876238422	0.791599741515456	0.798965964811456	0.807225079151925	0.803665962725319	0.790103861398333	0.82409277510354	0.77111219429086	0.810210194529439	0.786493094729189	0.789443969328917	0.784941147975492	0.818580186552264
1	45500000.5	0.776322899935998	0.742340939482217	0.783225459834579	0.784689867636605	0.77455582046914	0.782195166570976	0.804555295544932	0.792344882394369	0.769339874972966	0.760808706483428	0.807688086642949	0.783446835561757	0.778391403359194	0.752756128368712	0.770708016957776	0.765203646627931	0.780473335138039
1	46500000.5	0.791179376113832	0.767869701411713	0.781732878234583	0.757928464124539	0.764821518905811	0.726188030875807	0.746249734159538	0.749645940158047	0.764881969534827	0.736164362457559	0.786332064250299	0.752892994790002	0.76111325108584	0.743281382731344	0.739461796903087	0.757192272583647	0.695931619568787
1	47500000.5	0.791572318192297	0.769878542310881	0.8007943849688	0.76726129523672	0.74297887866821	0.784886418765633	0.766722626816725	0.804221092117568	0.803346631196905	0.78938731126365	0.801469153857277	0.759597192644528	0.789485734588268	0.770719612835655	0.765242794952871	0.788338224166601	0.811571025256927
1	48500000.5	0.835672076957112	0.812603318765042	0.78845404073126	0.809847101780581	0.825906180934765	0.810313513891137	0.835317293137207	0.819016398995881	0.836973871532408	0.816057730580333	0.854107293057028	0.838286878198731	0.826399517570536	0.81132582900983	0.803718638099152	0.814221880033183	0.806740386934637
1	49500000.5	0.819342960963557	0.811110482811956	0.833132558320979	0.821678456079238	0.823269842294528	0.806596901737878	0.820032493759468	0.811479455640177	0.834799740886741	0.805288333476581	0.832401260694551	0.822513973421733	0.832731207202253	0.793971306079011	0.797671081082988	0.832834532985281	0.837706532969628
1	50500000.5	0.824233050991133	0.831647131390064	0.82507064013083	0.838111688142111	0.832300337002051	0.787023737733959	0.848898098309459	0.85707199151487	0.835099708379076	0.814067033256154	0.820397266795845	0.816827702523757	0.83900433535772	0.817382797013807	0.831233653228641	0.85099962028713	0.853258834888106
1	51500000.5	0.755138201863252	0.753230786030862	0.788935019956666	0.773711836827318	0.775295022853427	0.774599268224585	0.778356105812878	0.772959859873767	0.782985485098163	0.783693705205788	0.819289301411288	0.756866504903015	0.781238741714306	0.748358710045684	0.778748561912262	0.775435498703873	0.760687296851034
1	52500000.5	0.824969663017785	0.797838451720392	0.837509903032686	0.830913880732504	0.818597274861775	0.79544658192065	0.80310314395009	0.811368169697066	0.780318395450611	0.800978253948414	0.834025153097719	0.817053459714979	0.806195293001138	0.774898719203177	0.815774333911386	0.812859714951769	0.831100232250812
1	53500000.5	0.748844718660925	0.755755888490455	0.794742642720086	0.765265193735217	0.780880281630162	0.774245238167502	0.759084103349218	0.740378583219607	0.768605564234572	0.78049814829822	0.780783616441061	0.757362107082002	0.779425614655402	0.740680190442974	0.785283567583913	0.769689329506632	0.756502009394222
1	54500000.5	0.786029224235426	0.759393350404222	0.773017237909797	0.788478533947696	0.78764919005455	0.786711132436341	0.79430237648278	0.768295840995793	0.768014251103835	0.782238094796964	0.832489579874707	0.764582567869763	0.790526983974959	0.773799169439693	0.767374474480892	0.751248367915338	0.787068747398201
1	55500000.5	0.807844545012881	0.779591887236027	0.836579535912897	0.783173751320844	0.808715759876306	0.791056595574635	0.811151461992881	0.801811650183532	0.804202867668605	0.802929622147504	0.839160508709565	0.829496970329536	0.795858386217939	0.773448087245714	0.775429956200473	0.79074013737211	0.784444299192948
1	56500000.5	0.823969769628753	0.798307489961252	0.828943548785534	0.818132094192514	0.821390074852979	0.816032007947491	0.819533437193509	0.813553562316991	0.838244175139952	0.806693677549499	0.836433307459946	0.824212058320867	0.820098046628775	0.792368434301271	0.809017156475887	0.799731224407409	0.825628846577782
1	57500000.5	0.791834315425005	0.770253233765995	0.789451423599936	0.77248253363081	0.813784710042725	0.781591038106502	0.801226838962575	0.781945396753669	0.784931046254232	0.783029924503928	0.805557310841841	0.779952293635653	0.801861782466062	0.770155948326681	0.775276706525501	0.768564583920087	0.76583057893904
1	58500000.5	0.865852829495022	0.844052502537343	0.861829900781741	0.825208672246005	0.844942845799965	0.850991050363623	0.859621381426252	0.835431115089499	0.864276591545925	0.846215404681404	0.869950896086834	0.84835681105241	0.855095104725739	0.806962452989651	0.855380521124009	0.845358071026356	0.832263673381744
1	59500000.5	0.841802057279459	0.835010624754864	0.851792934757259	0.838819788574943	0.85222792029027	0.817423457963983	0.833353306575918	0.834546684318746	0.832010134694418	0.832727291297601	0.843193305699339	0.840814578883771	0.850264407690563	0.829693752026197	0.83520358705022	0.81373209523187	0.822177566556529
1	60500000.5	0.800593345328268	0.771144949234681	0.797641463309438	0.797536995248498	0.795642761608375	0.79193244423391	0.789337192956953	0.799783120595423	0.785672410582006	0.79969058441348	0.80371535610381	0.769503649310517	0.791249354068799	0.764668224524603	0.792355135348878	0.783188771473236	0.787876787471175
1	61500000.5	0.845808223319121	0.808080444742625	0.816990363015383	0.781434746798994	0.835881843352039	0.836013272199151	0.844659476712327	0.836458399726204	0.856271158557065	0.814804043314697	0.808937052218225	0.832529014212557	0.827739910326152	0.788333913572904	0.805077713520544	0.791930272928496	0.817280924907488
1	62500000.5	0.847918121900055	0.818172825120307	0.846753039148995	0.816018702427109	0.834805325194323	0.825281233753966	0.841736735682823	0.849729691093599	0.851602240087124	0.83427171821886	0.862063251301831	0.82828019928733	0.834454435236937	0.804421990912729	0.845001626750276	0.828037320470504	0.826044996920676
1	63500000.5	0.787782260184799	0.759504173675169	0.770858936670662	0.746848566502938	0.789574048426183	0.762467530213934	0.775323747549708	0.766187186984996	0.769775652483507	0.781790172311355	0.78337515544355	0.789774525403472	0.774977310615727	0.777736640712922	0.795797220130566	0.720601282482218	0.755672596338091
1	64500000.5	0.80404766577785	0.759959436359227	0.782380095815505	0.778159265943738	0.791177970001214	0.789357424321492	0.778208878561788	0.794203872791536	0.804251147788351	0.787926463728265	0.815341765818056	0.78873064837844	0.781917043748219	0.772454070897332	0.72688418159933	0.77959915066987	0.796640885022749
1	65500000.5	0.814357376329981	0.778038598546787	0.820887765633149	0.7994321705874	0.797178542877482	0.813105236372413	0.786530819252969	0.807129656796326	0.813403895075322	0.81849076449176	0.833577837249442	0.795595491033947	0.821008022526993	0.793291544223606	0.782772559303252	0.789561810790166	0.779472729300639
1	66500000.5	0.819531992569458	0.79180991922303	0.814315414051911	0.809080998932463	0.80183183975276	0.827940057788539	0.822059603300022	0.801663393624909	0.815722200767351	0.812528491166404	0.807460374150433	0.81257762750873	0.833774208976192	0.809759091000103	0.783999564134097	0.814083820385352	0.81988949452541
1	67500000.5	0.815619119388072	0.797190295730626	0.81748505460986	0.820632253717589	0.814570368805417	0.81972751698354	0.834444700331862	0.804676470796016	0.834642453492951	0.815064223385216	0.825011361116474	0.817900735454171	0.819566393259249	0.803407564105586	0.793330969536061	0.806574814334344	0.800249315648925
1	68500000.5	0.818330508949003	0.788769923419985	0.827739952068323	0.811633597205492	0.822355312796289	0.805049502479877	0.840577592100899	0.831056807900033	0.814688191000097	0.80048225092251	0.851235005062022	0.816073219940802	0.830848784395727	0.792416857247686	0.813753299319158	0.810727722097943	0.826742777403915
1	69500000.5	0.834154503301197	0.839906380955757	0.815971375820222	0.834769400064453	0.822910630306437	0.818122891667087	0.830671501961287	0.820518577482817	0.833348771265084	0.808919440231104	0.834023148495987	0.835100427631233	0.813381207513747	0.810857125647044	0.810683334781857	0.798354238645388	0.832383289783085
1	70500000.5	0.8124257662718	0.826288582325378	0.833025068951407	0.839990630454672	0.84495111699276	0.825617392064593	0.83919873206103	0.835817228294342	0.830290187640503	0.786842248642414	0.849259519646156	0.813655629271849	0.838532505696956	0.814520038573454	0.82170902736302	0.839404203081986	0.831612417373537
1	71500000.5	0.824184937685062	0.804203761676725	0.826247785346832	0.838913039905878	0.831397013314413	0.810522587056659	0.837619726777266	0.82229135064298	0.841026827403225	0.832337988337632	0.822416396682514	0.799883944406027	0.813662945075886	0.793622285444525	0.826544216849395	0.828996215617253	0.8288352132767
1	72500000.5	0.809608504785436	0.830710024243287	0.845300754401779	0.838327070466375	0.812534880043064	0.817303406735535	0.837101671480867	0.832804566074608	0.832701028680789	0.819431229216268	0.857176877708523	0.826747226043346	0.829273732950608	0.813510998740842	0.83596231344733	0.840710673017174	0.840247169352381
1	73500000.5	0.849836641350657	0.820047179341156	0.855711240306835	0.827008523922155	0.837908703880125	0.815151254354834	0.853787056893284	0.831096865104105	0.850474409410815	0.822740521954075	0.845385104616349	0.829215239564302	0.831342151255577	0.80227078260634	0.839950648998723	0.832971750114437	0.833765401377098
1	74500000.5	0.836841522831101	0.828306244219185	0.853748973882509	0.820465490654914	0.832843427502167	0.806953612593781	0.831358776838896	0.82487426955119	0.844120539275967	0.820389732635177	0.825901185229683	0.803982401202697	0.826524120309834	0.81392517767618	0.812472742458777	0.833679803948014	0.831154345445952
1	75500000.5	0.862828697731193	0.825896290706694	0.859497146695141	0.842259539701078	0.84064209441155	0.834052304237451	0.850435324251028	0.850995850819201	0.840519156108177	0.831580137866749	0.85417144303279	0.818876360161188	0.853857869068076	0.827789468551515	0.838221146532834	0.843990092412155	0.840377075882354
1	76500000.5	0.857459507073188	0.837365612394491	0.833062318493828	0.863598759182119	0.850585794737882	0.83479335663967	0.846331046271587	0.851958121219761	0.864270773950846	0.823833070080951	0.873198825751058	0.834732216639946	0.850048612489596	0.813030245085737	0.841172800645202	0.855966729455154	0.847538981284936
1	77500000.5	0.837778190298893	0.817959024906892	0.805833987303575	0.812765639337481	0.814998262367152	0.813848163918523	0.819192496612108	0.809680551735638	0.827965611698024	0.811028530529916	0.847489652600301	0.807730547033856	0.804447042961366	0.78278747132511	0.806532795665408	0.812129045146048	0.811939322698416
1	78500000.5	0.837598821922664	0.808231703299782	0.823076138058982	0.808805188826647	0.815600712772474	0.817148376039881	0.81374440141106	0.833883814622752	0.818249394105356	0.825124610931156	0.846073629730835	0.808748433105337	0.82685671755096	0.803040292055617	0.818345239874008	0.807271163112462	0.80036678638147
1	79500000.5	0.858380731720139	0.851654267023708	0.847983395421629	0.848521265927267	0.856814761182857	0.842566449331919	0.86210780023701	0.84099180903976	0.874956479198051	0.841560440005626	0.868420042825137	0.835477435267771	0.864683625249819	0.829525164964969	0.834421845798505	0.848224725533454	0.84110214199121
1	80500000.5	0.840796623231237	0.807602729680256	0.823627320343567	0.840396069677516	0.84238481800554	0.827614103520062	0.832625980361055	0.823579966338197	0.834027810023187	0.836901853991665	0.845659208759658	0.830798213357309	0.825887877771213	0.807750071804865	0.813815771199652	0.820429298009854	0.820490676539702
1	81500000.5	0.835361474973645	0.822177674976731	0.807769907796476	0.831589925467162	0.807358543650463	0.814274609772946	0.852432091895995	0.842972947004759	0.799356501530515	0.824275922149277	0.832508955734508	0.819900751101579	0.822956635805741	0.767851707777391	0.822772867797442	0.831080892254744	0.815851283613709
1	82500000.5	0.743601603288386	0.748727215397047	0.740352641872184	0.793494017652467	0.751067478278765	0.786595923659094	0.773744799050037	0.755594134591928	0.784354973491441	0.791154079519887	0.771462914286877	0.742655233304789	0.765397261972916	0.748003171740459	0.770019713219729	0.760795048833123	0.790498837825968
1	83500000.5	0.832407134067967	0.819585503617491	0.844886179967888	0.832454119779346	0.834081701935153	0.804349339410924	0.812386549698271	0.811586950704841	0.840968892257483	0.81963303244247	0.853973403022992	0.814768571323165	0.833455506153253	0.786553088016597	0.807938938761079	0.829572912506629	0.828398015075506
1	84500000.5	0.821700079897444	0.805641020916729	0.810415124251964	0.818645979215293	0.815504387344872	0.794002901722887	0.789832537715608	0.833292069922603	0.797237545147641	0.825101650685042	0.85765975323901	0.815193169454266	0.845147692781524	0.817281722036306	0.827146987461186	0.811416257260586	0.827451582577717
1	85500000.5	0.844048411730606	0.82563967167511	0.808767424246174	0.783553928575186	0.844450561343158	0.80107054718257	0.804130497124852	0.791891266389716	0.86746027442775	0.791257508980984	0.835320369471819	0.838565388172232	0.858733156095407	0.826480164863662	0.773812730441885	0.77775676850597	0.777986127613452
1	86500000.5	0.794787324000665	0.768115488256534	0.809933716260806	0.802956286802482	0.815745560477351	0.807490424262911	0.809955072436415	0.761594463915776	0.830236896662383	0.791901001450646	0.818121334113883	0.795276650572014	0.796664716927222	0.746268996516923	0.779334001081768	0.786428705767365	0.796775625638797
1	87500000.5	0.845706335236056	0.818721999126838	0.860907501462492	0.858809204328668	0.858708606346327	0.850521051111791	0.866462886420793	0.841398441050378	0.866424028424276	0.844470793825853	0.868073006617063	0.856850601541549	0.863834187929037	0.82414612475395	0.84514682589979	0.848792590586266	0.837255916239683
1	88500000.5	0.845324098947034	0.812461150106997	0.819282697050695	0.836484467559376	0.817855864295585	0.814576985898788	0.818431784371338	0.824410966622226	0.843316411388361	0.812220670453307	0.840179023103183	0.815650847811239	0.840413642267959	0.826191329956281	0.824785512772083	0.84541702329967	0.844295950340941
1	89500000.5	0.82561840470873	0.800323431823315	0.824283311374168	0.817617374398413	0.821027092467842	0.806390603559961	0.815701216786944	0.815940054810882	0.808155727057855	0.819309721078633	0.837383783669403	0.803762937713124	0.825586742938302	0.792657461836404	0.810433989913947	0.815985881628962	0.813471946763454
1	90500000.5	0.804706182693179	0.791451468277585	0.822274481152539	0.813701211194591	0.81476946598653	0.816302790020137	0.8246028059995	0.816814619484614	0.807234565878867	0.80597678127434	0.818987724685611	0.79557468726718	0.809995454383453	0.781769120493769	0.7997117903556	0.813170582641175	0.816016093021
1	91500000.5	0.856391941534894	0.848103693678896	0.864786872061815	0.861200273047196	0.874510593777727	0.835351604394381	0.861945605322817	0.857216289105723	0.845200077850157	0.857097512254513	0.874187571481146	0.835976777838949	0.868910281709458	0.836580468266249	0.858860386424425	0.860416969201834	0.845183465730883
1	92500000.5	0.837493217268884	0.808225517927633	0.834840028885797	0.830108388189653	0.824241315660143	0.822924226035574	0.83921097098006	0.825757204625594	0.827879531901814	0.815444909538949	0.834424718729601	0.824321190238567	0.859049829430307	0.811149641127155	0.823925112371562	0.819906261546578	0.833604027009064
1	93500000.5	0.836489185980194	0.809744203402355	0.838246524714499	0.8335507999633	0.834125905370265	0.817990161230743	0.839183743069607	0.838490881169843	0.850955150113936	0.834324851332252	0.857254797482631	0.836421727183473	0.847770086514679	0.800778998074813	0.832847436833241	0.834230815901864	0.813418939305239
