Chr	Pos	CHG_A632	CHG_B37	CHG_B73	CHG_B97	CHG_CML322	CHG_HP301	CHG_IL14	CHG_LH123HT	CHG_LH82	CHG_Mo17	CHG_Oh43	CHG_P39	CHG_PHZ51	CHG_Tx303
1	10500000.5	0.541529755030327	0.538772250650296	0.673272582601088	0.539760092663729	0.592802891750868	0.570205924794795	0.591148262332047	0.574721727288237	0.610487081886314	0.594603058974218	0.622488231457482	0.589862177519797	0.632107104277374	0.599120127631971
1	11500000.5	0.561818844965427	0.58409173481234	0.675157180122421	0.581311318303772	0.620157894272176	0.63050827258989	0.598478604346499	0.553387592035447	0.619819926541554	0.613103532954448	0.615927003885354	0.545665455203126	0.638431126443084	0.601813714709019
1	12500000.5	0.4597976668106	0.540133941668902	0.615521905988801	0.472144863154888	0.555705890508706	0.499735999391569	0.484713770122059	0.504854405998725	0.525019795623618	0.509577593873442	0.510778152333723	0.455035058515974	0.530586189722787	0.502614714842224
1	13500000.5	0.501382144162547	0.52102397084714	0.633459889032699	0.489654545524724	0.538410323324686	0.544322548795398	0.501334694442654	0.573779009342546	0.553247378642597	0.507837906101108	0.557135960570307	0.535818969667811	0.573595507243097	0.529516174649938
1	14500000.5	0.592449421949828	0.596229341775816	0.681410438236759	0.575922762327489	0.617767522791819	0.622470660708716	0.586552147335065	0.601299316254208	0.625219564364766	0.608924446111444	0.625840906153691	0.583538478971153	0.63670372572077	0.594785736594531
1	15500000.5	0.535398205064146	0.555116136580278	0.668642504898288	0.56028142325048	0.575085795858851	0.592342657102846	0.5366198937656	0.562844768670112	0.566270542003536	0.57887976988277	0.580838441310128	0.516908800683963	0.592166241859745	0.572361345220892
1	16500000.5	0.590777428857889	0.590305336430683	0.656089531063157	0.573464197039969	0.628812409921088	0.567211468496946	0.566851038026285	0.559873435159132	0.619400882919342	0.550864009385618	0.613025778624761	0.559180452903543	0.598175926382081	0.571914825791522
1	17500000.5	0.609509912401065	0.573397864036177	0.673892252786981	0.549460619032535	0.585669470534351	0.567044149905656	0.57619561914664	0.541885897046323	0.606972513957304	0.585430816392054	0.625070978774692	0.555061839002029	0.645873513473545	0.608442510747398
1	18500000.5	0.593071689499007	0.621965513975831	0.67734460090622	0.592573148600288	0.647041566635833	0.624680053136225	0.547778653318235	0.576921754193321	0.628055205349621	0.56425869959093	0.638684682079644	0.5413301232566	0.648478467524977	0.617569909361499
1	19500000.5	0.564077293364483	0.597440824745803	0.682777899073639	0.589120956169866	0.624424418591676	0.62380453112485	0.593501388624853	0.594365587427322	0.645311418648763	0.614894029326923	0.593072026653987	0.59354032396918	0.657137955676382	0.633362666631426
1	20500000.5	0.556139187621222	0.587397257412612	0.697928149363694	0.530936431986376	0.596181418621665	0.607696268359434	0.539443480216773	0.546669955162903	0.605967778056827	0.569210026495435	0.649276378815148	0.55066932074767	0.629588765093685	0.606796970514206
1	21500000.5	0.571561958790229	0.592154240682843	0.695908826273736	0.552580860086494	0.627379201936803	0.609864267512504	0.577986236862497	0.612682496985123	0.626103739628136	0.614806093065975	0.617340002939482	0.600965326053093	0.636631265967787	0.614933250693584
1	22500000.5	0.48894637627896	0.558336633031924	0.666549728383946	0.466396599549558	0.563233126381858	0.62091646035152	0.508128217614512	0.536343762943937	0.544246149294705	0.522420515592588	0.584957136524024	0.485747985454969	0.576202396240685	0.544908358048662
1	23500000.5	0.568789954579908	0.58438396425091	0.647355518440334	0.554270631490846	0.602259243424265	0.590102483548684	0.556222287663192	0.594107400537238	0.608306145807309	0.558292303977099	0.627123324328848	0.562889732957126	0.62714439365076	0.582820888011041
1	24500000.5	0.555471930743247	0.596700471064575	0.684729735530458	0.55812350496292	0.639517618620547	0.624604278976175	0.632879282807345	0.617347868326343	0.639300976855562	0.607476813265204	0.647441909431581	0.54062622289758	0.663705482997368	0.611562725940599
1	25500000.5	0.55149123553739	0.510662349414384	0.644209641595129	0.518210753834511	0.577560803728665	0.594874197957149	0.505271599590221	0.544758275902011	0.580002627908695	0.552289256070349	0.578537020264011	0.5020306547472	0.602606491504489	0.571771956099083
1	26500000.5	0.534821443016122	0.544869796466775	0.671041686816089	0.530367184417446	0.615132038743515	0.548397778626765	0.595293342826519	0.535787294146584	0.573609778820165	0.546051795680129	0.572906887386756	0.519839683414095	0.583051240513573	0.567748987796557
1	27500000.5	0.553329900065622	0.554488445216093	0.650648497569553	0.527088825683547	0.581252975559496	0.593034664980388	0.515554075671734	0.527841366731612	0.590041263233874	0.528613843650251	0.56835880717106	0.506128029121278	0.584000651924333	0.54678854106894
1	28500000.5	0.555121472744161	0.572554325199232	0.675211266852143	0.52044222708881	0.58590624842636	0.566761236038192	0.587526380923551	0.607070493106617	0.592353082615854	0.579654617264977	0.629332122036328	0.555666375634567	0.59643685179655	0.597834137885851
1	29500000.5	0.515985342540344	0.581217132036003	0.664969603117735	0.546690851775962	0.578652664752819	0.551496149374192	0.542162220397453	0.607244549028509	0.576777686456831	0.588145074874512	0.634187541624427	0.526191616238773	0.607553622854746	0.575976234278605
1	30500000.5	0.604120179400391	0.566503132833001	0.692938119860946	0.580217196036961	0.638082866908764	0.593110438009115	0.550928645689748	0.633692703725902	0.634986533926319	0.638052863522891	0.662740979371303	0.601617500509697	0.647202478835973	0.614759395540803
1	31500000.5	0.548072789549373	0.642858069102447	0.704584514003495	0.604057635546459	0.658083527353792	0.663719034579063	0.63667504895695	0.664042697745236	0.651629172095701	0.64190481593015	0.686507940635024	0.620105796854578	0.644090113654982	0.638432281545157
1	32500000.5	0.53860656787297	0.567106972114852	0.646288170398704	0.534634360680354	0.591668905144509	0.571458507151615	0.5485164488828	0.564472016536185	0.57876765938886	0.533798571040632	0.59334393589273	0.551689834732864	0.60960511571399	0.558986023476556
1	33500000.5	0.617796190755276	0.642515048895053	0.67747262455926	0.542628109322946	0.623707731232909	0.584347213856903	0.550278727265911	0.606749764373743	0.597927418089914	0.610305810875335	0.639173410618347	0.550030298056187	0.640795545187141	0.581585688673438
1	34500000.5	0.536020244667416	0.565853558936569	0.654623473795994	0.497464738734768	0.578953523186381	0.573628238674045	0.564314512998096	0.526263763989174	0.560612965951545	0.579665826432627	0.567244126564803	0.523931365417855	0.599364162988226	0.555943202798293
1	35500000.5	0.468114952115323	0.494854933513725	0.651570929821885	0.527060828548469	0.561427535386025	0.567460105843998	0.556903234126826	0.556906280110539	0.5948305355128	0.500441270475714	0.595681765866961	0.5270604270679	0.585159727199878	0.570956630790823
1	36500000.5	0.589479175109247	0.599086339675371	0.69763293402295	0.568914510678863	0.652320741771869	0.607854572346561	0.589190018895923	0.59124618000744	0.647029967170459	0.621711383730712	0.630703011691208	0.586441630102837	0.612831405928357	0.622057922103243
1	37500000.5	0.559583968459838	0.593422089940912	0.702426588554069	0.565867302952394	0.660346419892017	0.67055871687075	0.640010221885581	0.600035512336713	0.636154547912531	0.607342796083977	0.64279874140306	0.644343454705036	0.677146960382519	0.617535319930829
1	38500000.5	0.512696961446978	0.537774719857768	0.678198048604979	0.492547109862356	0.585841298864053	0.570972901463102	0.587024673244652	0.546261647658633	0.586591530022641	0.578139383247248	0.594963622324196	0.556013475080002	0.615594401290894	0.565241487730632
1	39500000.5	0.504507576277742	0.528731456003539	0.675188566753438	0.564962793642417	0.586729238265756	0.580028373706879	0.569456360849022	0.546610646514297	0.615432550167501	0.588679114744065	0.634308848744457	0.548696732508079	0.580050537169815	0.553167488282087
1	40500000.5	0.537742446196762	0.563754577059145	0.656366534337081	0.513119098116798	0.576562473630981	0.587610215270706	0.580054710217237	0.556980208061949	0.584365458482358	0.554063240623573	0.591381061776682	0.558863044478684	0.583548106944074	0.588222057964848
1	41500000.5	0.55516074839219	0.58214928086729	0.68258868356467	0.506876428289524	0.596872612462619	0.593620744346429	0.586946730116053	0.535920196948609	0.58876317407787	0.579341216571227	0.600145813192809	0.535784538273904	0.615366135908874	0.585584295054468
1	42500000.5	0.611752013279943	0.632139359565794	0.707720488995736	0.591648266432994	0.670225369656496	0.649253091367225	0.63478189492851	0.625253153683272	0.644319624214874	0.62773519636336	0.643128068520884	0.620405644936135	0.66931460155601	0.635624710649516
1	43500000.5	0.516175981469983	0.542176205327676	0.661082107503012	0.527313837983179	0.599443786326484	0.553802737083346	0.597517397067434	0.570371708674147	0.561382670305203	0.535496599217134	0.57196283409775	0.587840798399602	0.570699778260675	0.575615111571219
1	44500000.5	0.618322210257711	0.639196303350828	0.703754735878319	0.551103621825451	0.649743624841432	0.613171422231039	0.592037338498578	0.607697922928347	0.661995210718205	0.619240179891684	0.64452113576261	0.587219831455557	0.659847474877617	0.600993731888881
1	45500000.5	0.598641973562301	0.61922669736016	0.682116873039803	0.526175665965697	0.622753085320281	0.597964064792322	0.556859021380847	0.582602875593737	0.606268663002784	0.613228691900751	0.606009419191221	0.541006398205205	0.645979816430899	0.57930351552965
1	46500000.5	0.530412198408757	0.558452897032615	0.65713561979696	0.551284502543228	0.586281290894537	0.54736360998701	0.532274090805334	0.59461311267161	0.593232519769086	0.56528046789924	0.60591100889987	0.528713542953372	0.595919711474279	0.591512736944878
1	47500000.5	0.539224434185914	0.595747904508144	0.675669807602977	0.566567725789839	0.595354706535417	0.612821388714467	0.536516014250251	0.58927314564142	0.605299043882857	0.594852789503758	0.645044768429522	0.524247920437421	0.615574341086875	0.607058084893099
1	48500000.5	0.612641806736533	0.636426483083786	0.671304266534538	0.601683022396197	0.622481023271382	0.589444610396908	0.606619668098561	0.629305373547356	0.646234507180282	0.635980883118685	0.659601129984028	0.51396924055903	0.660381133780876	0.602245805551553
1	49500000.5	0.636100284562592	0.635260269903917	0.690390142471119	0.608969119257367	0.632582943754082	0.649276926799579	0.615380013250776	0.62648016504001	0.657174735882664	0.629188595095991	0.643844224490037	0.608120328718282	0.656410761108653	0.615347534287816
1	50500000.5	0.648787877789779	0.57660086129766	0.71556049046702	0.614519011705109	0.682788981736386	0.620814491488079	0.570358709629401	0.600579733718656	0.672281178687804	0.608421499753826	0.675209108145504	0.568556381713153	0.632618876842572	0.577519429257108
1	51500000.5	0.610400878488504	0.527829110873948	0.677404754728587	0.578409813277866	0.613511480141016	0.574862832675319	0.542242754577008	0.542452922829072	0.626292344198589	0.559901775537562	0.621170084286365	0.516241620150365	0.590360037511769	0.594207075729247
1	52500000.5	0.61790151999685	0.601185187467132	0.693368075750312	0.600922933258551	0.654080047794464	0.562492945656701	0.597500177638573	0.521226579607945	0.651512988392475	0.613195791576539	0.662734883981802	0.57000358227664	0.614003950143673	0.585358830943282
1	53500000.5	0.572013581661312	0.610695469618416	0.675372485963271	0.554358041819589	0.596296691278861	0.580067433574471	0.556512991951563	0.562524417102109	0.617374718427245	0.584452699716198	0.63184982912255	0.600028754938747	0.578961329912394	0.581168000343454
1	54500000.5	0.599861104987693	0.555184242291834	0.69187211739878	0.58775067394759	0.608277882783242	0.562643999077612	0.607414305289274	0.542715377827595	0.577792535471334	0.571586088692157	0.633862353240701	0.526953886074701	0.60027451100097	0.571208988242093
1	55500000.5	0.584627294604593	0.630347971172283	0.708849527332046	0.591984305518882	0.588107214998694	0.626911645562165	0.589691864160253	0.563205045635665	0.601515195217019	0.609908367630505	0.638594150211513	0.600163005277869	0.620042330866804	0.629455664337919
1	56500000.5	0.585670025887805	0.529251735020123	0.698857235141893	0.558621549901845	0.599904978507601	0.639001757832344	0.53768712144165	0.599556752571287	0.639497752061216	0.610606109800175	0.634422947645254	0.5943217372916	0.659053107480936	0.643446533360777
1	57500000.5	0.576698915159231	0.587411869590818	0.69156404781018	0.573096021041049	0.599270467539233	0.650148612056603	0.580796846373426	0.583883521824725	0.597346788128444	0.604599563992995	0.619843939585047	0.592548758154493	0.645154210955608	0.63064345171363
1	58500000.5	0.643501550619582	0.65264306424504	0.719015219384783	0.630172877957942	0.696306332460855	0.691232427861737	0.640375798985059	0.612884828210909	0.680103521441565	0.668033248727165	0.654897886234546	0.634517490954265	0.661591822949955	0.657314753130296
1	59500000.5	0.618119487945705	0.612236623297958	0.694944487425207	0.611055888469222	0.65860472707903	0.618408569617746	0.605356756532906	0.606341537555623	0.657624478741936	0.613536602207276	0.637178894901532	0.599421104374899	0.653285674345203	0.621708749257416
1	60500000.5	0.573803118194936	0.590357749524408	0.693646883536679	0.568572659051003	0.623417061216438	0.61237790615882	0.599130773220233	0.552757476443768	0.625827827331891	0.594630298522012	0.643304376535709	0.575436876461619	0.646709646388796	0.596834000112603
1	61500000.5	0.561449606861222	0.564618855811544	0.700949240089936	0.583162238974714	0.626913911396441	0.648527594826246	0.63853985961207	0.612725758403208	0.621039775433027	0.589169318489765	0.628748509779482	0.600561650537215	0.651350797300582	0.598192193143958
1	62500000.5	0.61029827133076	0.631914584407905	0.708647616748296	0.557820130260152	0.646197668186224	0.642837890703025	0.6148055535317	0.587465132802942	0.629971202528688	0.616242140763678	0.643703503453857	0.560967774243179	0.646997650058867	0.588024977673603
1	63500000.5	0.547077997923065	0.560211376329062	0.676844464751076	0.532711750239458	0.624150588747814	0.544480194831344	0.564053796964642	0.572169554240353	0.591720140530193	0.579108831352442	0.607150761893178	0.559638265601905	0.631576120112122	0.569906891285649
1	64500000.5	0.527826831360767	0.560217015818008	0.693329764323266	0.538259181701004	0.574985844215462	0.56171134302291	0.566506450533309	0.578785242931516	0.594488643712444	0.588694508432902	0.602705281462499	0.553976949629359	0.638335402540616	0.578075464771264
1	65500000.5	0.623224435605963	0.66472099757295	0.712397251282711	0.583726487929685	0.620100613543307	0.616418717645696	0.610842984582745	0.610679330747232	0.621107312917538	0.629492456218669	0.673370406616093	0.613519535970921	0.657307764110094	0.597417791691107
1	66500000.5	0.589346654755846	0.647354107562622	0.697838543884652	0.580560943093736	0.618584439062319	0.617020278299709	0.580719866505753	0.576772903175048	0.65466796175613	0.589171816196433	0.649190951438169	0.600160670822613	0.6281115727007	0.598666655855381
1	67500000.5	0.650717419894191	0.649935609851512	0.718309947781981	0.601713097772993	0.658742894511254	0.673969908297482	0.631595646502062	0.653489289570386	0.658296101839011	0.65552035097523	0.669308206208043	0.639747929113449	0.682741795089378	0.640296890374503
1	68500000.5	0.63845980503409	0.61300620698091	0.703467281789759	0.573804354912698	0.669192435055708	0.628268634490773	0.602066332388303	0.581519634641206	0.613305980855069	0.587564755234937	0.636243031982598	0.605059232181579	0.628385445435588	0.642920651889099
1	69500000.5	0.652148893290876	0.62768125971353	0.710961495210887	0.612852216968341	0.669906576379839	0.668598225620584	0.640145026803969	0.599788746809671	0.677756740722136	0.612924335648686	0.67833620291812	0.652480284895178	0.644852015708793	0.646282132138873
1	70500000.5	0.633096099267881	0.64033547663111	0.704305723795455	0.619001002633183	0.654478670587153	0.669779695720812	0.626057005197319	0.613909111848109	0.652843822366404	0.625323376514419	0.675775532843361	0.620699868410865	0.649967373372071	0.647031477416036
1	71500000.5	0.590000678488573	0.614519940769313	0.71755025213227	0.54484252960287	0.632847242748665	0.644706376185813	0.617667830123785	0.608928533305801	0.644346915621476	0.617446495847533	0.637094023456012	0.612251829573559	0.65040854808215	0.657525025578529
1	72500000.5	0.605565339704362	0.614296299308518	0.689549248976872	0.576054098592534	0.636720985565927	0.621350325354618	0.589367127473835	0.61602161808342	0.62694421343066	0.611408094898912	0.648060562177174	0.587714491278513	0.651577478252054	0.627431606241627
1	73500000.5	0.676447129451506	0.657474382363702	0.73205953262351	0.615794123694375	0.688861450387454	0.67276565931821	0.655475867154959	0.685084645456976	0.685506779232336	0.681595779864637	0.686176198741007	0.648929629187443	0.705474568174077	0.671224943575997
1	74500000.5	0.653231845062641	0.659480945929803	0.709890642279899	0.611956321289131	0.682410738014237	0.672315037143444	0.640345600773006	0.671915494364601	0.67910960073619	0.654377813224623	0.670347695788888	0.632998532239882	0.681441287679453	0.66471782033954
1	75500000.5	0.651553714068071	0.652561937915705	0.722313458499429	0.633201844864661	0.656031476882358	0.645364503335838	0.615752758506576	0.647244312836516	0.669542446189362	0.646571853667084	0.683169893903034	0.634170227642078	0.678861994009284	0.634832388430848
1	76500000.5	0.634829203229252	0.676631059546619	0.72360354701066	0.592049359784004	0.684971278017582	0.668691410093441	0.575079286833637	0.605475547952364	0.688843382403104	0.602917377689492	0.648092895895365	0.572576528960552	0.642149047278749	0.654927842664933
1	77500000.5	0.613010702493773	0.673046299878322	0.703310368665712	0.596206988100714	0.672885527320124	0.664537947076585	0.653460418411835	0.632540476025626	0.681337582035642	0.64886867346488	0.655502050927491	0.650916388421459	0.668119106858116	0.642892028330871
1	78500000.5	0.578151826747753	0.656691160375933	0.710311579588274	0.585226596779496	0.651408142264161	0.658839323660495	0.625183516447564	0.645756201196477	0.665082656203583	0.650630648587576	0.652424768788028	0.603368749679645	0.678367919452526	0.643050894489785
1	79500000.5	0.632703239147598	0.66319848704461	0.718846307723928	0.632405865188519	0.698609373765636	0.68819192904693	0.665392782533923	0.652619132193282	0.692292713232975	0.668449109931315	0.678054834991984	0.629356153592541	0.682900892237863	0.660823210524234
1	80500000.5	0.619561841846246	0.653193414681324	0.729249158686569	0.598797818293824	0.652726593687036	0.649806133657237	0.666493941453958	0.619518273556284	0.681499598739394	0.639050189140172	0.662695522607474	0.646404430476718	0.662475826135959	0.643254114558669
1	81500000.5	0.587646247594571	0.577553316730021	0.716539756075406	0.60087914671327	0.645346334219779	0.656993252621954	0.664371113664449	0.621749725093642	0.691290187042992	0.628793899486861	0.671887725960202	0.572388406511168	0.651030490862089	0.625903233542757
1	82500000.5	0.617425889444038	0.59874154995603	0.696149332452733	0.533307941695893	0.646375295318698	0.654970687957951	0.613779548954442	0.589507872994633	0.664207872728541	0.616969121164784	0.624100588920964	0.636323348974361	0.625320213106169	0.610272208252992
1	83500000.5	0.594949185616851	0.626352327377965	0.702378476676947	0.606205476452731	0.664875490445972	0.666737582538608	0.610210875897754	0.628876054025834	0.64599552537721	0.626934436696841	0.67350955564532	0.621941411540505	0.659025996278323	0.625912060380204
1	84500000.5	0.625866473351605	0.674177592950718	0.719240104581904	0.641322344143351	0.677999401728796	0.651336459996416	0.614753274514648	0.648230838547697	0.68965953048748	0.675825358938867	0.699875398722173	0.609169249369117	0.689255803543855	0.654874638848589
1	85500000.5	0.554156377731024	0.593517706858746	0.720913127966536	0.544521127887266	0.631608886405339	0.675762882495336	0.663223414171927	0.635390977998901	0.609208989002256	0.588388649283224	0.631830963620931	0.577731880872431	0.680627947467862	0.606386313990178
1	86500000.5	0.546896583680128	0.612437617896059	0.684290260114217	0.56120490039698	0.634295281382318	0.64754455763003	0.586131746921638	0.587766759277131	0.640132121277552	0.616488470858199	0.6298726912542	0.574103830984399	0.633591559433287	0.623217364489542
1	87500000.5	0.651961542723187	0.695383341088391	0.734280384400043	0.628849584198513	0.714058424085465	0.711495670955498	0.66733585843675	0.696952299475081	0.71769873481389	0.698741077645573	0.703014623255016	0.667104570971445	0.715841470369532	0.703748747294042
1	88500000.5	0.58420577742222	0.609530438223101	0.714576878351997	0.59123010430751	0.656785146830513	0.666881914263022	0.639400324799509	0.608338014314711	0.648257212508536	0.610151705015054	0.6501557103018	0.624683430192331	0.654294832016261	0.657235584842533
1	89500000.5	0.609772939440606	0.627689972781621	0.689591231030464	0.594892938028225	0.639687563793787	0.649881942692547	0.598292988345312	0.610811251574475	0.642065542593722	0.612212312111338	0.651070008104977	0.594115879922819	0.64597960986091	0.630032573448514
1	90500000.5	0.609266465738395	0.624133381235095	0.711257330684253	0.599602581283676	0.667873573673046	0.658349045786496	0.617585252046318	0.615764741786158	0.653969644493865	0.61763116892628	0.659153035888444	0.562576805318041	0.641594416548157	0.637728017747875
1	91500000.5	0.675889424943183	0.674511765133952	0.726946159395411	0.6477787762792	0.697557946888256	0.714775401150722	0.680873538691411	0.693560407246358	0.709300584580609	0.694087684346044	0.712133152668238	0.679736685496625	0.707188947993695	0.688622869103678
1	92500000.5	0.642887997892999	0.648086866525736	0.72880869364979	0.608969288817344	0.672155284762563	0.657420904380764	0.657627874188583	0.644790443367664	0.674281865095022	0.66157212542255	0.678787651237523	0.658248337249548	0.680452641387481	0.655762872100732
1	93500000.5	0.649860316681131	0.664797287084621	0.720381513523209	0.650605800010669	0.690068325500491	0.686357612646049	0.641376849732345	0.660503816081394	0.687295740349538	0.670237763768221	0.703328199057227	0.641230307242451	0.698329060567244	0.674645263541935
1	94500000.5	0.634781991059384	0.663850150738979	0.725081964836745	0.649944287480603	0.683069562983707	0.708565730113416	0.679959356706119	0.646101064316618	0.695277156979679	0.659958336374648	0.678823756382563	0.682731726812077	0.68154918440644	0.661169620329524
1	95500000.5	0.649766119084531	0.66350408970382	0.725355397175451	0.631390609721771	0.670482655539125	0.687267614067227	0.648473530211391	0.669154662316164	0.66959187602696	0.682687179457925	0.697358085408393	0.640530520168458	0.696619392208657	0.66158922557317
1	96500000.5	0.647416775289249	0.660267945674494	0.731597810026458	0.618058941886836	0.681577090696945	0.708777004219597	0.653418847917901	0.685081493762153	0.685521674125311	0.688236664004625	0.714421659044144	0.642333228936437	0.703741237428726	0.636113112028011
1	97500000.5	0.606233396808214	0.605683890492727	0.710693507308174	0.624125925482342	0.655721028681197	0.683360763575728	0.631292158439503	0.628952304468574	0.655945879169754	0.642986030508325	0.68770682224359	0.645931377894601	0.662515411940086	0.629847790303067
1	98500000.5	0.652331990218764	0.661173282620686	0.729440559116469	0.624360700827335	0.684479490389616	0.712835687658531	0.623874331970325	0.655414579724961	0.68887835841926	0.675806526678689	0.687459842651812	0.59835959138471	0.689235064190704	0.665830541150246
1	99500000.5	0.669296434059954	0.640314828015477	0.7445062852122	0.622149759545412	0.717396956573495	0.644027349574919	0.673914267912498	0.694801100145314	0.720528180930971	0.698453767244586	0.695892868999297	0.683020730670224	0.717448286114633	0.691654219984531
1	100500000.5	0.654054024178161	0.66421134882434	0.724624090069303	0.619072472971962	0.6941155285775	0.696107442814726	0.655351971868293	0.658874750184526	0.685380031577472	0.662908958497612	0.687398181888772	0.657954948271219	0.680814481364675	0.667769442396454
1	101500000.5	0.692122135427498	0.684425355959115	0.739330774020409	0.646895085334531	0.705686269949015	0.716354421191632	0.693951401017522	0.711171121042459	0.732914185465615	0.714579779641238	0.695217653134443	0.704420755941108	0.728888670375446	0.675759189198336
1	102500000.5	0.604585939488606	0.652551881473726	0.731737428581734	0.655053453179514	0.654207823781568	0.673656901285589	0.659228118194258	0.695322486418983	0.703398415666712	0.693125142811083	0.718081408830352	0.598126327576673	0.71330771684215	0.647490621804354
1	103500000.5	0.678883998881692	0.697346954206614	0.738259236140929	0.671933635982105	0.706799172997348	0.722208042225957	0.683626515513314	0.707304458626047	0.72415354889854	0.710476250139007	0.738258133111142	0.684718757801985	0.723381060156081	0.689193295994117
1	104500000.5	0.652530644587234	0.667378481084963	0.748395497869063	0.673098848978077	0.681731165144168	0.696353566807951	0.654475288796036	0.703231016579425	0.704656223659592	0.706645785276508	0.73669813452578	0.648048928549156	0.72779613164122	0.667303874170454
1	105500000.5	0.656798116035323	0.674727063962082	0.735917646754825	0.644424512730963	0.691773177536188	0.670052668362483	0.649719299510829	0.680037240473218	0.702645425100859	0.685252405030857	0.71195566834956	0.652041623644009	0.708173112678591	0.677264217408595
1	106500000.5	0.709820548900418	0.719990490604524	0.752655815481469	0.681003755919937	0.738577378204093	0.74686477122843	0.705428423688792	0.690927453173697	0.737121532579548	0.69891854129113	0.748432433725879	0.712732171955367	0.717413731139664	0.719315030374943
1	107500000.5	0.698926865170804	0.681340607682269	0.744759326396698	0.623426895118754	0.700957228656285	0.690210839686117	0.694946064740718	0.647086330274031	0.700970842076127	0.654953508125698	0.723774872440959	0.70679723936282	0.684080793315984	0.6788623691587
1	108500000.5	0.681495335078695	0.641172044863482	0.731685602159088	0.629306144173843	0.67147325514963	0.697230275123881	0.681372394101202	0.693213598074789	0.687437850716405	0.692141564388072	0.715860237260564	0.684138513559185	0.70905941970179	0.648670962712231
1	109500000.5	0.670023350864917	0.608945984007347	0.728422683114008	0.617847811535615	0.665567784575431	0.672364764466999	0.677191422064773	0.684572682668796	0.67626775923407	0.689753244789884	0.635515733800235	0.665073334620719	0.704491410851439	0.608760272170014
1	110500000.5	0.664401888642775	0.683579533626571	0.735022644350138	0.630714804049923	0.679347921396076	0.703386245043622	0.672627511154785	0.645724147358754	0.692333360415075	0.660252324247761	0.710752791168588	0.651445680288891	0.685130659005311	0.660151746911362
1	111500000.5	0.701983680470768	0.69864995079168	0.760488802300676	0.625676026892998	0.698653881371207	0.701860687570747	0.70297326079389	0.699605219750266	0.704136716246063	0.706415350389539	0.741518366144598	0.683624012964412	0.733201984936103	0.691308881012177
1	112500000.5	0.644894038521802	0.655446458529795	0.736649085513549	0.622605182029368	0.714983552060881	0.692465218836377	0.66695340798974	0.681065023579288	0.687320040964731	0.685144775252447	0.690921985051546	0.671405659614254	0.709482408872261	0.675272827513644
1	113500000.5	0.697324312098738	0.702651266954238	0.736196450051804	0.663708399629081	0.712986031621906	0.732058473797628	0.679157108471883	0.680368533176944	0.71644670597258	0.679572389013037	0.728084159001582	0.696295250068391	0.70636432714731	0.686489166990022
