Gen	Landrace	Maize	Teosinte	mea
Zm00001d000778	0.00385874953434367	0.00265004034238783	0.00227494240652135	0.00292791076108428
Zm00001d000779	0.125	0.102056100217865	0.129061447811448	0.118705849343104
Zm00001d000780	0.00694444444444444	0.00184186671845198	0.00265955609394295	0.00381528908561312
Zm00001d000781	0	0.00451530612244899	0.00204248366013072	0.00218592992752657
Zm00001d000782	0.00647435897435897	0.00127730882706861	0.000841750841750839	0.00286447288105947
Zm00001d000783	0	0.000541125541125541	0	0.00018037518037518
Zm00001d000784	0.00232755183413079	0.00243981659216582	0.0041674125218429	0.0029782603160465
Zm00001d000786	0.0375	0.0640625	0.0574801587301587	0.0530142195767196
Zm00001d000789	0.00184347243170772	0.0043154329444652	0.00154020904020904	0.00256637147212732
Zm00001d000791	0	0.00235544917901284	0.00162612146307799	0.00132719021403028
Zm00001d000799	0	0.00101273148148148	0.00125	0.000754243827160493
Zm00001d000800	0.161016144349478	0.167614874934989	0.120182134757394	0.14960438468062
Zm00001d000801	0.0478719668193353	0.0343990712191503	0.0121591664723256	0.0314767348369371
Zm00001d000802	0	0.00432692307692308	0.0720937444621654	0.0254735558463628
Zm00001d000803	0.00132978723404255	0.00158028489054721	0.106538250938673	0.0364827743544209
Zm00001d000805	0	0.00121884651296416	0.00521500238891543	0.00214461630062653
Zm00001d000808	0.0058717856836586	0.00435346843492596	0.0032639743297638	0.00449640948278279
Zm00001d000809	0	0.126821208507255	0.407579419119197	0.178133542542151
Zm00001d000811	0.175677937968935	0.192347345629152	0.849401673387063	0.405808985661717
Zm00001d000812	0	0.00447749366018597	0.00235690235690236	0.00227813200569611
Zm00001d000815	0.0345584494740954	0.108304537331105	0.0601177713153066	0.0676602527068357
Zm00001d000818	0.259435726310726	0.265402779334225	0.218208244692764	0.247682250112572
Zm00001d000823	0	0.000267094017094017	0.104345831900011	0.0348709753057017
Zm00001d000825	0.00946515679442509	0.0170041660484579	0.0287860912443711	0.018418471362418
Zm00001d000826	0.00135798500160202	0.00226672818493263	0.00129070502845013	0.00163847273832826
Zm00001d000827	0.297585516335516	0.282682389404709	0.38940030757483	0.323222737771685
Zm00001d000831	0.0045578231292517	0.00154138790502427	0.00379554655870446	0.00329825253099348
Zm00001d000832	0.00847076308161905	0.00025974025974026	0.00186733584674208	0.00353261306270046
Zm00001d000833	0.505076048908904	0.257983987684629	0.497040220189834	0.420033418927789
Zm00001d000834	0.00641025641025641	0.00644405197976626	0.0879937126365698	0.0336160070088642
Zm00001d000835	0.00209020166919125	0.00216431207959698	0.00323038716245014	0.00249496697041279
Zm00001d000838	0.00620469514500271	0.00837448054818817	0.15841106938051	0.057663415024567
Zm00001d000839	0.00596509971509972	0.0111994156637014	0.0123694044746677	0.00984463995115627
Zm00001d000840	0.128697162762907	0.0118062142314899	0.146135124385051	0.0955461671264826
Zm00001d000841	0.262569504059693	0.163841308080769	0.685018056447966	0.370476289529476
Zm00001d000843	0.605765062953262	0.364080430451544	0.464748724762182	0.478198072722329
Zm00001d000846	0.163226321895052	0.3970602645117	0.884428172393866	0.481571586266873
Zm00001d000847	0.149122807017544	0.0794791530528935	0.124153495404352	0.11758515182493
Zm00001d000848	0	0.744688188095751	0.490972222222222	0.411886803439324
Zm00001d000849	0.00254551903623618	0.00402910381791387	0.0023156809519043	0.00296343460201812
Zm00001d000851	0.136723646723647	0.040830636908443	0.349765474720637	0.175773252784242
Zm00001d000854	0.0197130037032888	0.00192755716521483	0.161499179559204	0.0610465801425692
Zm00001d000860	0.370775462962963	0.13768115942029	0.872548033507548	0.460334885296934
Zm00001d000861	0.00106770833333334	0.0127536333656526	0.0172300381939265	0.0103504599643041
Zm00001d000862	0.0982142857142857	0.096444289837147	0.045102145870003	0.0799202404738119
Zm00001d000863	0.293153274381648	0.113425422175422	0.920451131736702	0.442343276097924
Zm00001d000865	0.0333333333333334	0.00705128205128206	0.00172775689223058	0.0140374574256153
Zm00001d000866	0.00476190476190476	0.00312782335848412	0.0330365700269664	0.0136420993824518
Zm00001d000871	0.0548245614035087	0.475091215357234	0.898167754330201	0.476027843696981
Zm00001d000874	0.00173611111111111	0.000248015873015873	0.00677459114959115	0.00291957271123938
Zm00001d000876	0.167849293563579	0.293713717636131	0.937343485498834	0.466302165566181
Zm00001d000877	0.0151436237373737	0.00313782159526841	0.160711797264909	0.0596644141991837
Zm00001d000878	0.00373247172713341	0.00471698113207547	0.250415834330087	0.0862884290630986
Zm00001d000880	0.0208333333333333	0.00380047166463242	0.017478463306306	0.0140374227680906
Zm00001d000885	0.0750165523551353	0.0115111275378574	0.140022235866511	0.0755166385865012
Zm00001d000886	0.142258831521739	0.278407126288515	0.00138888888888889	0.140684948899714
Zm00001d000889	0.0143185646710083	0.00570035220770515	0.0605334935045819	0.0268508034610985
Zm00001d000890	0.0284929161682988	0.0576967592592593	0.0802110399762838	0.055466905134614
Zm00001d000894	0.0807357591059114	0.0641384024082303	0.0836391769044737	0.0761711128062051
Zm00001d000896	0.00950173498156581	0.00813349997312262	0.00432832572189503	0.00732118689219449
Zm00001d000897	0	0.00385487528344671	0.00402097902097902	0.00262528476814191
Zm00001d000898	0	0.00385487528344671	0.00402097902097902	0.00262528476814191
Zm00001d000899	0.0905037477954145	0.308711873929836	0.121693030237542	0.173636217320931
Zm00001d000900	0.238363336918795	0.0228636028054633	0.537266661126085	0.266164533616781
Zm00001d000901	0.0473919197308553	0.0601923744884033	0.216132335504245	0.107905543241168
Zm00001d000902	0	0	0.117127477223631	0.039042492407877
Zm00001d000906	0.422170188101252	0.39234387251335	0.592072116924611	0.468862059179738
Zm00001d000908	0.0425602512036458	0.0596330615911968	0.41731839096304	0.173170567919294
Zm00001d000909	0.270096446853378	0.445190321617668	0.421152122406488	0.378812963625845
Zm00001d000910	0.053125	0.222437538979556	0.631881313131313	0.302481284036956
Zm00001d000911	0	0.0476190476190476	0.217032757547463	0.0882172683888369
Zm00001d000917	0.0137362834370948	0.00912894472677078	0.16015749873489	0.0610075756329185
Zm00001d000920	0.191119528619529	0.0354615396728492	0.359136078207507	0.195239048833295
Zm00001d000921	0.169395141895142	0.0375886020362561	0.356352563480715	0.187778769137371
Zm00001d000922	0	0.0572390572390572	0.0869711987359047	0.0480700853249873
Zm00001d000923	0.0222506261793724	0.156991231974933	0.10475872702022	0.0946668617248418
Zm00001d000926	0.311359441924918	0.226418731414551	0.138811120289647	0.225529764543039
Zm00001d000930	0.213429053920279	0.428131288282467	0.70625613206035	0.449272158087699
Zm00001d000932	0.424076109076109	0.00195114025759187	0.202347662062861	0.209458303798854
Zm00001d000933	0	0.0252403312615731	0.0382221837056269	0.0211541716557333
Zm00001d000935	0.619444444444444	0.31212180494728	0.269372653447228	0.400312967612984
Zm00001d000936	0.0121428571428571	0.00172397047397047	0.018658810325477	0.0108418793141015
Zm00001d000937	0.621671075837743	0.246466430519196	0.218049207325969	0.362062237894303
Zm00001d000938	0.00556547619047619	0.0163974241962365	0.0549176662457912	0.025626855544168
Zm00001d000941	0.202850624952074	0.184450822929084	0.753834780691665	0.380378742857608
Zm00001d000943	0.0850131455774119	0.50153768008482	0.662376880859575	0.416309235507269
Zm00001d000947	0.143033509700176	0.132531336376072	0.167153774089993	0.147572873388747
Zm00001d000948	0.00370600140544196	0.00393435849678364	0.00234988539329673	0.00333008176517411
Zm00001d000950	0.403633835968948	0.00415007396552168	0.13973783936172	0.182507249765397
Zm00001d000954	0	0.0131719140150934	0.0470721507145118	0.0200813549098684
Zm00001d000955	0.249029982363316	0.234452391051176	0.286302604564553	0.256594992659682
Zm00001d000956	0.145021769090157	0.592534400484008	0.246303443934549	0.327953204502905
Zm00001d000958	0.485073014369889	0.468891308723564	0.340612435732449	0.431525586275301
Zm00001d000960	0.00185448232323232	0.00383337677370856	0.0430762098613281	0.0162546896527563
Zm00001d000962	0.166666666666667	0.0570987654320987	0.0190410052910053	0.0809354791299237
Zm00001d000966	0.28	0.224009314373898	0.263871626609722	0.255960313661207
Zm00001d000967	0.00693056943056943	0.00343973100983138	0.000768576661433803	0.00371295903394487
Zm00001d000970	0.54875	0.501312384705242	0.421350019614224	0.490470801439822
Zm00001d000973	0.194444444444445	0.495148604050631	0.636226317786623	0.441939788760566
Zm00001d000977	0.0280637916487193	0.038604071447167	0.00602159315396076	0.024229818749949
Zm00001d000979	0.184722222222222	0.0131098935786436	0.326913998481094	0.17491537142732
Zm00001d000982	0.339920666798882	0.390950712936775	0.446571442367889	0.392480940701182
Zm00001d000984	0	0.00775956847385418	0.003125	0.00362818949128473
Zm00001d000986	0.066796875	0.0400595238095238	0.0743745590828924	0.0604103192974721
Zm00001d000989	0.5	0.00170222854433381	0.292270531400966	0.264657586648433
Zm00001d000990	0.00655472473654292	0.00251027411779503	0.00274873199465591	0.00393791028299795
Zm00001d000992	0.0625	0.411717574486541	0.0688575536566609	0.181025042714401
Zm00001d000993	0.00148148148148148	0.00123786888492771	0.00239463601532567	0.00170466212724495
Zm00001d000996	0	0.00356627056015643	0.00222222222222222	0.00192949759412622
Zm00001d000997	0.00373639959889713	0.0491830140899408	0.0810460952258598	0.0446551696382326
Zm00001d000998	0.222707376578695	0.445594695192058	0.448592716941203	0.372298262903985
Zm00001d000999	0.238736380618652	0.311578527439384	0.265895646879152	0.272070184979063
Zm00001d001002	0.193811148861459	0.442428164798264	0.759396211494642	0.465211841718122
Zm00001d001003	0.125	0.106479327983121	0.0353108489026074	0.0889300589619095
Zm00001d001005	0.422194334713943	0.424366148164473	0.15576865645248	0.334109713110299
Zm00001d001006	0.173493751618752	0.0938740434131533	0.14682988142671	0.138065892152872
Zm00001d001007	0.00363756613756613	0.124477342282924	0.885114293052997	0.337743067157829
Zm00001d001008	0.00378787878787878	0.000649229036223369	0.00171847002563881	0.00205185928324699
Zm00001d001011	0.00614316239316239	0.0011992062246675	0.00163131955960175	0.00299122939247721
Zm00001d001012	0.017013357013357	0.00502606363198478	0.0119199037320061	0.0113197747924493
Zm00001d001013	0.366593724574118	0.531807893023169	0.398933499494931	0.432445039030739
Zm00001d001015	0.000784313725490194	0.00159438775510204	0.00268954112131125	0.00168941420063449
Zm00001d001017	0.00243464145085567	0.00939243806366972	0.0205483094189467	0.0107917963111574
Zm00001d001018	0.202160493827161	0.317209964638536	0.489659841986764	0.336343433484154
Zm00001d001019	0.00881019074296384	0.114898853111837	0.00429014409743414	0.0426663959840783
Zm00001d001021	0	0	0.0766975308641975	0.0255658436213992
Zm00001d001023	0.55031609324437	0.621155851626486	0.127388858314373	0.432953601061743
Zm00001d001024	0.00347222222222221	0.00400614529466181	0.0169577007113772	0.00814535607608707
Zm00001d001025	0	0.00845281261947929	0.00435030103995622	0.00426770455314517
Zm00001d001029	0	0.0074153075606564	0.00167209448038701	0.00302913401368114
Zm00001d001032	0	0.0011216510349174	0	0.0003738836783058
Zm00001d001034	0	0.000343406593406594	0	0.000114468864468865
Zm00001d001036	0.407954733985754	0.399075555620252	0.635909035240093	0.4809797749487
Zm00001d001038	0.00548536053029517	0.00352239197297659	0.338269532433613	0.115759094978962
Zm00001d001039	0.033068783068783	0.00583093608516328	0.0281431706122109	0.0223476299220524
Zm00001d001040	0.0025974025974026	0.00439471243042672	0.0529921450903594	0.0199947533727296
Zm00001d001041	0	0.0302976190476191	0.462279006109082	0.164192208385567
Zm00001d001042	0.2	0.135655381944444	0.0825160480859011	0.139390476676782
Zm00001d001043	0.234375	0.401608235514485	0.320039991836867	0.318674409117117
Zm00001d001044	0.344444444444444	0.0545454545454545	0.282665278451124	0.227218392480341
Zm00001d001045	0	0.172222222222222	0.00854700854700854	0.0602564102564102
Zm00001d001046	0	0.0186604020979021	0.0385440287226001	0.0190681436068341
Zm00001d001048	0	0.0186604020979021	0.0385440287226001	0.0190681436068341
Zm00001d001050	0.195833333333333	0.234770179962488	0.555212531037466	0.328605348111096
Zm00001d001051	0.0209262637539092	0.00224454215983557	0.0555428290594123	0.0262378783243857
Zm00001d001057	0.1029833105491	0.0358254540326048	0.0283446122886915	0.0557177922901321
Zm00001d001061	0.357794501775681	0.492489003092647	0.47393039880175	0.441404634556693
Zm00001d001063	0	0.000982279828433676	0.00326636275807003	0.00141621419550124
Zm00001d001064	0.361040466063135	0.446260482421457	0.25775374707443	0.355018231853007
Zm00001d001065	0.265634523930655	0.184096382550215	0.0852813788702058	0.178337428450359
Zm00001d001066	0.00332010031666782	0.000314764880442846	0.00260452836421722	0.00207979785377596
Zm00001d001067	0.0181712962962963	0	0.00194473622782446	0.00670534417470692
Zm00001d001069	0.0941269841269841	0.0665240753398649	0.0726411310554321	0.077764063507427
Zm00001d001072	0.0518554949680061	0.0716612136205292	0.226408551688872	0.116641753425802
Zm00001d001074	0	0.00630268245399824	0.000432900432900433	0.00224519429563289
Zm00001d001075	0	0.00736697513013302	0.00219388454682572	0.00318695322565291
Zm00001d001076	0	0.00630268245399824	0.00201187701187701	0.00277151982195842
Zm00001d001078	0.00411915204678363	0.00337424833110114	0.00338238079011685	0.00362526038933387
