Gen	Landrace	Maize	Teosinte	mea
Zm00001d000465_	0.862774470899471	0.890416361416361	0.881666562921465	0.878285798412432
Zm00001d000471_	0.869375075843368	0.82768699164548	0.869592946779491	0.85555167142278
Zm00001d000472_	0.905002559022957	0.80400518492172	0.892963870032321	0.867323871325666
Zm00001d000476_	0.940687326197195	0.797211501675233	0.897213258411507	0.878370695427978
Zm00001d000477_	0.880562001665898	0.726007450679887	0.792907895047411	0.799825782464399
Zm00001d000480_	0.854166666666667	0.878900728900729	0.95470943986569	0.895925611811029
Zm00001d000481_	0.860777699968876	0.802590841358708	0.900789698828561	0.854719413385382
Zm00001d000483_	0.845410551188314	0.853029526450812	0.886344531994091	0.861594869877739
Zm00001d000489_	0.9375	0.751677575896326	0.775337753133806	0.821505109676711
Zm00001d000497_	0.767747334441881	0.449892587059679	0.875256398356681	0.697632106619414
Zm00001d000498_	0.767747334441881	0.521930260978831	0.878095948315414	0.722591181245375
Zm00001d000499_	0.718675192489245	0.446997851259677	0.866769495077185	0.677480846275369
Zm00001d000500_	0.765827208767694	0.536037529585758	0.879341248305965	0.727068662219806
Zm00001d000505_	0.840115291865389	0.799268740692613	0.872813210744751	0.837399081100918
Zm00001d000507_	0.871333736280699	0.875608318913666	0.899176901545862	0.882039652246742
Zm00001d000510_	0.794472789115646	0.874691509713831	0.838653495726617	0.835939264852031
Zm00001d000513_	0.375	0.805456349206349	0.904318963443963	0.694925104216771
Zm00001d000514_	0.793246187363834	0.812571570773803	0.836050970567937	0.813956242901858
Zm00001d000516_	0.496598831563491	0.459144985080977	0.836062686586797	0.597268834410422
Zm00001d000517_	1	0.875	0.860340548557085	0.911780182852362
Zm00001d000518_	0.931211853162318	0.00517447719828672	0.85734126984127	0.597909200067292
Zm00001d000519_	0.652837243135158	0.818983266537606	0.782191033468309	0.751337181047024
Zm00001d000527_	0.899338624338624	0.684798971943891	0.862397015178612	0.815511537153709
Zm00001d000530_	0.913333333333333	0.866729481937815	0.905361305361305	0.895141373544151
Zm00001d000533_	0.815230041851202	0.63541703607985	0.892664568020853	0.781103881983968
Zm00001d000537_	0.893969383590596	0.908012033432731	0.837910226913823	0.879963881312383
Zm00001d000538_	0.889505957686105	0.912587155718823	0.796186419959062	0.866093177787997
Zm00001d000539_	0.933298285712923	0.928956123456901	0.934117796236878	0.932124068468901
Zm00001d000540_	0.845255053588387	0.879774758235518	0.905761464695718	0.876930425506541
Zm00001d000542_	0.786724386724387	0.824362157468717	0.864997995620044	0.825361513271049
Zm00001d000543_	0.817602338138053	0.888054407803343	0.897655668266571	0.867770804735989
Zm00001d000547_	0.410631407138367	0.702109433544532	0.861757283215643	0.658166041299514
Zm00001d000548_	0.430173096852429	0.666754773605471	0.877590778012347	0.658172882823416
Zm00001d000549_	0.720408163265306	0.743266238495676	0.805439292431122	0.756371231397368
Zm00001d000550_	0.914253912289844	0.869765935155007	0.905577608375751	0.896532485273534
Zm00001d000553_	0.982932263814617	0.939289478247412	0.955526702412694	0.959249481491574
Zm00001d000554_	0.885904111421676	0.906442354900511	0.929015936231333	0.907120800851173
Zm00001d000556_	0.923390981748869	0.915651390264347	0.907231875101506	0.915424749038241
Zm00001d000559_	0.90520757020757	0.893489854490816	0.862396131381232	0.887031185359873
Zm00001d000560_	0.90779822029822	0.86965916710036	0.905392504647017	0.894283297348532
Zm00001d000561_	0.370025510204082	0.406135311633164	0.870953942831035	0.549038254889427
Zm00001d000563_	0.866071428571429	0.871977810024442	0.878087545453244	0.872045594683038
Zm00001d000565_	0.928937130407719	0.914104676817262	0.911390021553878	0.918143942926286
Zm00001d000567_	0.647380515742632	0.716477256714878	0.743490680529156	0.702449484328889
Zm00001d000570_	0.761094576719577	0.439428435733324	0.900215939443895	0.700246317298932
Zm00001d000571_	0.468001141345539	0.515010529092858	0.902693954803719	0.628568541747372
Zm00001d000572_	0.663471620971621	0.684839566539326	0.862631194249427	0.736980793920125
Zm00001d000575_	0.655116108916873	0.452656415029453	0.789505229637783	0.63242591786137
Zm00001d000581_	0.784106691919192	0.727381224627626	0.8019659436948	0.771151286747206
Zm00001d000584_	1	0.854978077478078	0.844624784937285	0.899867620805121
Zm00001d000587_	0.697306563806564	0.679740369401425	0.905054062132748	0.760700331780246
Zm00001d000590_	0.552767639652505	0.569299662723582	0.928826329403014	0.683631210593034
