Genes (V3)	Genes (V4)	 Maize_EAR	 Teosinte_EAR	 Maize_LEAF	 Teosinte_LEAF	 Maize_STEM	 Teosinte_STEM
GRMZM2G179981	Zm00001d015956	6068	4847	7960	8004	11342	10889
GRMZM2G179985	Zm00001d012437	1618	1777	4254	2866	3286	3260
GRMZM2G180004	Zm00001d018772	8	11	0	12	0	7
GRMZM2G180021	Zm00001d012718	2922	1745	922	1153	1094	752
GRMZM2G180027	Zm00001d021635	1854	1745	284	633	288	427
GRMZM2G180065	Zm00001d040270	3922	3652	2648	2480	3308	2681
GRMZM2G180071	Zm00001d040269	1	4	0	2	3	1
GRMZM2G180080	Zm00001d021638	44	154	40	40	177	99
GRMZM2G180082	Zm00001d021639	NA	NA	2	0	4	20
GRMZM2G180086	Zm00001d014422	2079	1757	1400	965	818	599
GRMZM2G180155	Zm00001d023263	5	1	5	1	1	1
GRMZM2G180160	Zm00001d002447	6	5	22	16	1489	1687
GRMZM2G180172	Zm00001d019249	1188	758	760	1088	967	774
GRMZM2G180190	Zm00001d002449	256	63	5	6	10	0
GRMZM2G180195	Zm00001d030985	375	459	84	142	97	92
GRMZM2G180205	Zm00001d023264	734	576	283	542	355	415
GRMZM2G180211	Zm00001d015401	327	915	708	358	892	1008
GRMZM2G180244	Zm00001d023265	44	33	49	13	40	41
GRMZM2G180246	Zm00001d033905	4742	3763	46	300	353	434
GRMZM2G180254	Zm00001d023267	15	89	29	55	287	162
GRMZM2G180272	Zm00001d006447	1	3	2	4	0	12
GRMZM2G180283	Zm00001d006446	18	126	506	225	104	129
GRMZM2G180319	Zm00001d036435	NA	NA	NA	NA	NA	NA
GRMZM2G180324	Zm00001d012022	0	2	NA	NA	78	66
GRMZM2G180335	Zm00001d012027	3879	3976	3190	3056	3860	3861
GRMZM2G180372	Zm00001d012031	227	102	209	58	726	590
GRMZM2G180384	Zm00001d018403	38	30	11	9	14	30
GRMZM2G180399	Zm00001d012033	1410	1443	3660	3803	1329	1657
GRMZM2G180406	Zm00001d042373	457	682	425	183	275	194
GRMZM2G180418	Zm00001d018401	735	1026	4360	3723	746	915
GRMZM2G180422	Zm00001d018399	5299	7265	1314	1468	4645	3235
GRMZM2G180430	Zm00001d018394	109	275	273	186	979	1246
GRMZM2G180452	Zm00001d028297	1043	941	443	417	520	473
GRMZM2G180458	Zm00001d028296	2997	2808	2960	1981	3211	2720
GRMZM2G180471	Zm00001d026363	1742	3126	1200	804	2149	2136
GRMZM2G180490	Zm00001d021976	3	17	10	39	0	1
GRMZM2G180509	Zm00001d042632	1190	924	1661	1089	2566	2473
GRMZM2G180519	Zm00001d035601	724	637	167	158	495	375
GRMZM2G180547	Zm00001d050211	0	7	18	17	617	483
GRMZM2G180552	Zm00001d050212	98	20	21	8	46	17
GRMZM2G180555	Zm00001d047875	1634	2816	1054	939	1347	1230
GRMZM2G180558	Zm00001d047876	290	215	179	268	226	270
GRMZM2G180568	Zm00001d022256	19	20	22	24	NA	NA
GRMZM2G180575	Zm00001d031986	87	139	74	131	85	111
GRMZM2G180578	Zm00001d053232	5256	4030	4105	4216	4001	3717
GRMZM2G180596	Zm00001d023459	33	32	49	28	184	108
GRMZM2G180605	Zm00001d040116	367	216	334	229	185	171
GRMZM2G180612	Zm00001d003839	739	734	3068	1988	1277	1137
GRMZM2G180620	Zm00001d040117	11	18	257	122	99	94
GRMZM2G180622	Zm00001d040118	999	804	433	490	1152	768
GRMZM2G180625	Zm00001d035156	10802	9800	19801	24632	19955	27821
GRMZM2G180639	Zm00001d036789	543	582	444	310	401	273
GRMZM2G180654	Zm00001d036790	1605	1848	729	822	624	553
GRMZM2G180659	Zm00001d035157	24	18	20	17	292	326
GRMZM2G180691	Zm00001d005110	751	544	338	621	645	779
GRMZM2G180697	Zm00001d005109	0	1	NA	NA	2	0
GRMZM2G180699	Zm00001d044179	375	407	107	212	321	681
GRMZM2G180704	Zm00001d005108	3984	3680	2090	2125	4219	3572
GRMZM2G180716	Zm00001d025696	1750	1947	1059	1442	901	1191
GRMZM2G180720	Zm00001d000021	4069	3201	2104	2424	10180	12270
GRMZM2G180724	Zm00001d021508	197	412	618	959	300	338
GRMZM2G180728	Zm00001d041334	1458	1482	435	624	555	497
GRMZM2G180732	Zm00001d044175	3416	2587	6050	4135	6912	6118
GRMZM2G180815	Zm00001d044116	3485	2278	401	1017	1033	868
GRMZM2G180847	Zm00001d006127	556	442	309	299	490	418
GRMZM2G180863	Zm00001d046742	2618	1930	2745	2585	2909	2514
GRMZM2G180879	Zm00001d031248	216	641	49	342	72	346
GRMZM2G180889	Zm00001d028952	71	65	84	86	245	209
GRMZM2G180909	Zm00001d029973	3089	2800	2354	2587	2193	2137
GRMZM2G180916	Zm00001d029975	446	437	254	149	892	965
GRMZM2G180920	Zm00001d017837	352	831	2258	1119	1595	1052
GRMZM2G180922	Zm00001d017836	1361	902	786	620	1083	1065
GRMZM2G180926	Zm00001d017834	4	5	29	30	15	23
GRMZM2G180930	Zm00001d017833	4407	3982	1791	2711	4247	4443
GRMZM2G180951	Zm00001d027472	254	190	178	64	738	291
GRMZM2G180967	Zm00001d053641	876	1049	938	531	1125	867
GRMZM2G180971	Zm00001d053640	1709	1506	412	637	647	750
GRMZM2G180975	Zm00001d020109	3	0	1	2	7	0
GRMZM2G180979	Zm00001d033610	1609	1934	523	623	902	1027
GRMZM2G180982	Zm00001d033611	2437	2149	3510	2929	3879	3347
GRMZM2G180983	Zm00001d017812	398	463	2162	1642	502	482
GRMZM2G180988	Zm00001d011854	4558	5395	7643	6588	7400	5896
GRMZM2G180990	Zm00001d009074	1248	1333	1219	1377	1572	1798
GRMZM2G181000	Zm00001d013406	8	12	0	2	26	61
GRMZM2G181002	Zm00001d013405	5799	6308	1802	2354	1987	2316
GRMZM2G181018	Zm00001d006112	701	661	467	418	738	851
GRMZM2G181028	Zm00001d013402	548	732	907	1039	1996	4011
GRMZM2G181030	Zm00001d026017	18	17	8	6	10	7
GRMZM2G181104	Zm00001d038944	15037	19542	8295	11387	5994	6439
GRMZM2G181135	Zm00001d043651	NA	NA	4	0	265	66
GRMZM2G181148	Zm00001d048198	252	119	252	109	192	86
GRMZM2G181151	Zm00001d036961	12276	10760	15153	12663	16230	15460
GRMZM2G181153	Zm00001d027394	3799	3941	1169	2596	909	1332
GRMZM2G181192	Zm00001d024245	9339	5032	4034	3348	8161	6233
GRMZM2G181194	Zm00001d049945	1048	1195	1317	1726	1638	1360
GRMZM2G181206	Zm00001d038240	90	205	34	61	22	83
GRMZM2G181219	Zm00001d022006	59	38	3	8	5	11
GRMZM2G181227	Zm00001d023779	646	512	160	162	1506	2022
GRMZM2G181231	Zm00001d032457	42	66	218	99	163	64
GRMZM2G181236	Zm00001d032458	8	5	0	2	32	14
GRMZM2G181251	Zm00001d023706	9671	15234	2944	4652	3877	5356
GRMZM2G181258	Zm00001d023707	0	28	422	499	0	1
GRMZM2G181259	Zm00001d038272	679	534	472	458	506	723
GRMZM2G181266	Zm00001d008623	17	14	113	42	26	5
GRMZM2G181269	Zm00001d011136	2152	1791	1630	1891	1918	2327
GRMZM2G181273	Zm00001d017676	867	986	1901	1403	703	910
GRMZM2G181284	Zm00001d022501	0	1	NA	NA	NA	NA
GRMZM2G181336	Zm00001d052075	1535	1957	1672	2558	1631	1565
GRMZM2G181354	Zm00001d052076	97	0	46	0	103	0
GRMZM2G181359	Zm00001d052078	7973	7204	6286	7316	8622	7776
GRMZM2G181362	Zm00001d052079	2131	2407	2628	1534	2574	1928
GRMZM2G181371	Zm00001d020910	1145	155	107	23	4451	523
GRMZM2G181378	Zm00001d020913	666	553	117	144	281	257
GRMZM2G181390	Zm00001d020838	1465	1108	208	345	423	402
GRMZM2G181422	Zm00001d049133	970	778	575	657	980	618
GRMZM2G181453	Zm00001d025673	1792	2265	508	991	797	1082
GRMZM2G181456	Zm00001d049301	0	1	0	3	1	13
GRMZM2G181484	Zm00001d042853	240	131	80	28	35	34
GRMZM2G181505	Zm00001d017966	1712	1421	3953	3468	4485	4822
GRMZM2G181519	Zm00001d017960	518	386	168	169	302	228
GRMZM2G181522	Zm00001d017959	700	744	255	242	799	805
GRMZM2G181536	Zm00001d049068	0	8	NA	NA	1	5
GRMZM2G181542	Zm00001d048163	1138	934	1021	1528	1168	1590
GRMZM2G181566	Zm00001d048169	678	673	133	145	189	96
GRMZM2G181568	Zm00001d048171	1016	573	683	397	188	303
GRMZM2G181605	Zm00001d022517	11	11	6	3	27	14
GRMZM2G181607	Zm00001d022518	317	299	1398	304	921	318
GRMZM2G181637	Zm00001d017761	4	17	147	62	120	83
GRMZM2G300125	Zm00001d011495	37	44	2	1	3	0
GRMZM2G300133	Zm00001d014793	291	67	38	37	313	272
GRMZM2G300135	Zm00001d014794	29	240	34	15	26	37
GRMZM2G300163	Zm00001d047206	NA	NA	NA	NA	NA	NA
GRMZM2G300217	Zm00001d018743	0	1	NA	NA	NA	NA
GRMZM2G300258	Zm00001d050155	1	5	1	1	10	6
GRMZM2G300348	Zm00001d036345	284	1120	3627	6308	1585	424
GRMZM2G300375	Zm00001d011963	1033	1059	784	823	648	816
GRMZM2G300408	Zm00001d045144	38	76	542	707	47	84
GRMZM2G300500	Zm00001d002267	1122	1444	380	311	433	450
GRMZM2G300589	Zm00001d010635	192	324	697	405	441	615
GRMZM2G300624	Zm00001d052143	2785	3505	757	1542	848	1055
GRMZM2G300692	Zm00001d028824	45	53	68	106	35	91
GRMZM2G300709	Zm00001d022276	6660	6734	1039	2043	1104	882
GRMZM2G300786	Zm00001d031119	103	39	2	2	1	1
GRMZM2G300788	Zm00001d031118	2684	2719	824	1945	818	1025
GRMZM2G300801	Zm00001d027727	5247	4343	5206	8491	6487	9496
GRMZM2G300812	Zm00001d017158	15	31	4	5	11	27
GRMZM2G300841	Zm00001d016077	2275	1217	1733	977	2004	1156
GRMZM2G300862	Zm00001d042264	567	449	124	127	150	234
GRMZM2G300924	Zm00001d051239	4	235	7	3	17	7
GRMZM2G300944	Zm00001d013496	2171	1915	1629	2272	1441	1535
GRMZM2G300945	Zm00001d013495	1467	1725	337	800	348	474
GRMZM2G300955	Zm00001d005650	1315	1005	848	1098	661	715
GRMZM2G300965	Zm00001d023859	64	75	0	4	28	56
GRMZM2G300969	Zm00001d023858	NA	NA	NA	NA	NA	NA
GRMZM2G301071	Zm00001d033954	3152	2371	1432	1715	2022	1749
GRMZM2G301089	Zm00001d033957	32	1317	38	5	136	98
GRMZM2G301098	Zm00001d031268	6068	4464	1290	1313	2384	1898
GRMZM2G301124	Zm00001d023524	14	16	11	9	38	38
GRMZM2G301172	Zm00001d042090	124	144	54	153	171	204
GRMZM2G301194	Zm00001d003368	6428	6794	1563	3738	1266	1335
GRMZM2G301208	Zm00001d013509	831	492	1508	1349	1703	1236
GRMZM2G301246	Zm00001d025651	1467	2019	764	1574	1116	1693
GRMZM2G301297	Zm00001d029305	0	2	NA	NA	1	0
GRMZM2G301405	Zm00001d013796	943	727	532	549	299	302
GRMZM2G301485	Zm00001d026094	25	8	4	3	0	1
GRMZM2G301512	Zm00001d053587	202	174	136	110	51	36
GRMZM2G301513	Zm00001d053588	198	120	76	81	38	43
GRMZM2G301536	Zm00001d021137	661	592	425	321	308	307
GRMZM2G301553	Zm00001d005449	36	0	12	0	6	0
GRMZM2G301585	Zm00001d051448	118	116	183	106	98	54
GRMZM2G301642	Zm00001d040464	0	1	1	1	NA	NA
GRMZM2G301647	Zm00001d052067	18	9	1	1	NA	NA
GRMZM2G301663	Zm00001d041685	368	290	301	213	210	281
GRMZM2G301738	Zm00001d006471	1	5	1	3	44	24
GRMZM2G301803	Zm00001d035208	1363	1225	1548	1164	1451	1807
GRMZM2G301805	Zm00001d034835	942	1036	784	525	964	854
GRMZM2G301823	Zm00001d028880	455	1935	3541	2930	744	947
GRMZM2G301884	Zm00001d035206	125	136	55	51	151	168
GRMZM2G301885	Zm00001d028151	36	24	11	4	57	3
GRMZM2G301904	Zm00001d020935	195	156	74	93	67	81
GRMZM2G301908	Zm00001d052819	46	101	366	397	51	69
GRMZM2G301932	Zm00001d022326	NA	NA	1	0	NA	NA
GRMZM2G301934	Zm00001d022327	1	168	4	1	17	49
GRMZM2G302045	Zm00001d011929	344	10	296	33	228	26
GRMZM2G302074	Zm00001d011932	1	34	22	41	3	13
GRMZM2G302160	Zm00001d049648	2559	2652	878	1526	402	509
GRMZM2G302171	Zm00001d042936	1	4	3	5	22	22
GRMZM2G302233	Zm00001d007639	1378	1047	8338	4948	563	480
GRMZM2G302245	Zm00001d042880	341	285	152	357	77	278
GRMZM2G302259	Zm00001d049649	1307	743	890	1033	1563	1175
GRMZM2G302323	Zm00001d049493	777	573	357	451	392	506
GRMZM2G302604	Zm00001d021936	22	32	201	122	1061	1000
GRMZM2G302639	Zm00001d012689	17	119	664	385	41	106
GRMZM2G302664	Zm00001d037494	1	2	16	47	7	18
GRMZM2G302673	Zm00001d020563	2	0	2	0	7	6
GRMZM2G302712	Zm00001d002253	1638	1217	2407	1751	1309	1046
GRMZM2G302778	Zm00001d019343	131	68	402	226	69	72
GRMZM2G302891	Zm00001d041506	15	15	12	3	1	5
GRMZM2G302912	Zm00001d037945	4	0	NA	NA	7	3
GRMZM2G302927	Zm00001d002255	12	16	7	11	15	5
GRMZM2G303007	Zm00001d029754	1575	1654	1470	1307	1188	1315
GRMZM2G303118	Zm00001d002553	2335	1011	972	415	576	226
GRMZM2G303135	Zm00001d002609	1	2	NA	NA	7	1
GRMZM2G303157	Zm00001d032029	1528	1232	155	301	362	253
GRMZM2G303244	Zm00001d051415	899	717	94	196	169	197
GRMZM2G303312	Zm00001d048501	1607	1917	1237	1107	1809	1430
GRMZM2G303374	Zm00001d053862	9645	5048	8326	6480	8580	5110
GRMZM2G303419	Zm00001d015216	0	1	NA	NA	0	3
GRMZM2G303431	Zm00001d048908	800	1021	859	574	1077	998
GRMZM2G303465	Zm00001d042968	587	475	346	354	600	624
GRMZM2G303530	Zm00001d007206	51	8	50	65	30	10
GRMZM2G303631	Zm00001d014303	1425	1455	1527	1328	1813	1839
GRMZM2G303728	Zm00001d050272	40	24	20	9	33	16
GRMZM2G303752	Zm00001d039746	694	621	370	584	451	451
GRMZM2G303768	Zm00001d026189	130	119	32	43	109	120
GRMZM2G303775	Zm00001d045535	61	155	37	109	16	30
GRMZM2G303829	Zm00001d019304	73	73	60	56	36	9
GRMZM2G303909	Zm00001d030555	6	7	NA	NA	49	73
GRMZM2G303915	Zm00001d018103	207	593	889	1302	253	517
GRMZM2G303964	Zm00001d016719	12	56	12	4	29	2
GRMZM2G304010	Zm00001d024672	68	135	94	26	46	46
GRMZM2G304091	Zm00001d008222	6	4	8	17	5	8
GRMZM2G304108	Zm00001d038004	15	4	134	63	52	18
GRMZM2G304121	Zm00001d008223	13	23	5	6	13	92
GRMZM2G304212	Zm00001d005047	852	698	1033	1350	382	446
GRMZM2G304274	Zm00001d043468	12	6	8	6	11	9
GRMZM2G304372	Zm00001d036612	2	0	NA	NA	NA	NA
GRMZM2G304575	Zm00001d011236	4285	3297	1587	753	942	297
GRMZM2G304638	Zm00001d034810	9	0	5	0	NA	NA
GRMZM2G304687	Zm00001d008933	111	232	50	57	127	398
GRMZM2G304745	Zm00001d002835	383	87	1148	426	2099	554
GRMZM2G304897	Zm00001d030171	0	1	2	6	43	49
GRMZM2G304915	Zm00001d023817	802	856	913	837	629	632
GRMZM2G304965	Zm00001d023331	659	452	255	304	327	277
GRMZM2G305007	Zm00001d002129	773	1037	1371	1013	189	327
GRMZM2G305027	Zm00001d047788	601	584	402	488	345	234
GRMZM2G305046	Zm00001d047787	18569	16673	4893	9867	5690	4181
GRMZM2G305048	Zm00001d039379	55	30	62	51	34	50
GRMZM2G305060	Zm00001d039380	4192	3408	2153	2185	1438	1473
GRMZM2G305066	Zm00001d011655	4	146	NA	NA	0	2
GRMZM2G305080	Zm00001d008393	3058	1440	514	855	598	580
GRMZM2G305093	Zm00001d013955	0	2	NA	NA	0	1
GRMZM2G305115	Zm00001d038648	2704	3406	3686	2505	9260	9254
GRMZM2G305124	Zm00001d015064	122	82	19	86	26	42
GRMZM2G305146	Zm00001d026066	0	4	4	10	10	14
GRMZM2G305154	Zm00001d041727	2337	2775	3020	4650	2144	2568
GRMZM2G305159	Zm00001d038576	530	605	219	155	1536	1461
GRMZM2G305244	Zm00001d046739	75	0	33	0	44	0
GRMZM2G305254	Zm00001d013075	954	957	501	562	555	638
GRMZM2G305264	Zm00001d040445	84	64	80	33	77	33
GRMZM2G305311	Zm00001d003631	17	25	12	7	14	0
GRMZM2G305329	Zm00001d026470	1	0	NA	NA	NA	NA
GRMZM2G305332	Zm00001d049629	447	629	300	389	447	450
GRMZM2G305362	Zm00001d009160	256	287	57	23	315	203
GRMZM2G305400	Zm00001d029407	1	0	NA	NA	NA	NA
GRMZM2G305406	Zm00001d020679	709	1127	389	994	259	511
GRMZM2G305439	Zm00001d044031	0	1	NA	NA	0	7
GRMZM2G305582	Zm00001d024534	2298	2091	1068	1274	1961	1757
GRMZM2G305822	Zm00001d046364	687	924	500	318	1375	1276
GRMZM2G305851	Zm00001d038085	3149	2933	6431	7928	3512	3274
GRMZM2G305856	Zm00001d035605	78	20	141	133	7989	5041
GRMZM2G305864	Zm00001d006051	79	50	125	36	124	139
GRMZM2G305901	Zm00001d008649	348	45	213	36	260	22
GRMZM2G306028	Zm00001d036448	870	770	425	675	923	959
GRMZM2G306062	Zm00001d013090	569	487	410	507	177	210
GRMZM2G306079	Zm00001d030152	583	489	263	281	528	470
GRMZM2G306094	Zm00001d025716	229	396	554	595	100	239
GRMZM2G306104	Zm00001d030153	37	56	178	158	9	7
GRMZM2G306105	Zm00001d024676	0	1	1	5	3	8
GRMZM2G306143	Zm00001d043211	2	0	3	4	6	4
GRMZM2G306258	Zm00001d042930	6014	8496	2539	5851	1485	2680
GRMZM2G306345	Zm00001d038163	367	54	11872	16090	3143	5407
GRMZM2G306348	Zm00001d025722	1224	1079	407	707	290	271
GRMZM2G306357	Zm00001d044260	1086	767	644	534	502	349
GRMZM2G306374	Zm00001d002334	1730	1507	1028	1356	2248	2246
GRMZM2G306376	Zm00001d003929	19	0	6	5	14	0
GRMZM2G306616	Zm00001d030682	4	3	0	1	10	1
GRMZM2G306679	Zm00001d028561	25	3	2	46	17	72
GRMZM2G306727	Zm00001d035172	NA	NA	NA	NA	20	14
GRMZM2G306732	Zm00001d028562	9	66	2531	2497	77	295
GRMZM2G306741	Zm00001d002992	342	533	1035	915	2151	1539
GRMZM2G306771	Zm00001d015853	751	450	202	120	343	295
GRMZM2G306781	Zm00001d050964	315	290	378	523	345	351
GRMZM2G306806	Zm00001d028566	8992	10163	4960	4280	4264	2690
GRMZM2G306851	Zm00001d009907	1	3	21	24	16	25
GRMZM2G306859	Zm00001d045631	409	538	236	352	219	265
GRMZM2G306919	Zm00001d029318	NA	NA	4	0	2	0
GRMZM2G306935	Zm00001d020242	526	450	354	408	316	265
GRMZM2G307088	Zm00001d051850	183	116	19	34	73	114
GRMZM2G307119	Zm00001d022488	63	36	NA	NA	3	2
GRMZM2G307152	Zm00001d042593	0	1	NA	NA	NA	NA
GRMZM2G307252	Zm00001d034139	3616	2389	6535	4590	6136	4650
GRMZM2G307368	Zm00001d016561	2	5	31	30	11	25
GRMZM2G307437	Zm00001d022592	2	0	5	2	19	6
GRMZM2G307529	Zm00001d028110	0	2	9	0	0	2
GRMZM2G307561	Zm00001d041192	433	431	830	465	1051	917
GRMZM2G307600	Zm00001d041191	6	6	42	28	16	23
GRMZM2G307637	Zm00001d053230	2	2	NA	NA	6	14
GRMZM2G307720	Zm00001d037832	1587	1524	981	1438	1159	1078
GRMZM2G307906	Zm00001d047859	257	281	125	170	166	132
GRMZM2G307992	Zm00001d028775	68	79	55	77	182	380
GRMZM2G308034	Zm00001d028777	NA	NA	NA	NA	NA	NA
GRMZM2G308064	Zm00001d052992	1147	959	275	306	764	595
GRMZM2G308083	Zm00001d044961	1925	1708	1404	1216	1095	1120
GRMZM2G308106	Zm00001d014937	115	103	479	273	636	536
GRMZM2G308189	Zm00001d017124	350	277	238	223	228	195
GRMZM2G308193	Zm00001d052193	370	207	138	84	250	187
GRMZM2G308203	Zm00001d017125	2203	2367	2285	1161	1407	808
GRMZM2G308219	Zm00001d041766	151	146	112	123	83	103
GRMZM2G308351	Zm00001d047698	NA	NA	NA	NA	NA	NA
GRMZM2G308365	Zm00001d026488	12	0	9	0	35	0
GRMZM2G308457	Zm00001d032312	0	1	NA	NA	NA	NA
GRMZM2G308570	Zm00001d027376	2625	2777	1122	1622	1745	1851
GRMZM2G308595	Zm00001d045657	135	794	58	129	46	38
GRMZM2G308615	Zm00001d020100	8	22	NA	NA	2	2
GRMZM2G308619	Zm00001d039282	NA	NA	2	2	3	0
GRMZM2G308689	Zm00001d036432	1537	1120	1019	1131	1173	1115
GRMZM2G308707	Zm00001d038104	5425	4756	3069	3838	3723	4199
GRMZM2G308735	Zm00001d047263	NA	NA	NA	NA	1	0
GRMZM2G308860	Zm00001d048621	102	121	21	28	62	49
GRMZM2G308884	Zm00001d046970	1523	768	128	166	289	226
GRMZM2G308944	Zm00001d049650	18	4	487	231	8	10
GRMZM2G309025	Zm00001d021737	271	435	835	499	1271	1226
GRMZM2G309035	Zm00001d037258	1079	671	357	508	356	327
GRMZM2G309063	Zm00001d039276	173	333	322	224	350	212
GRMZM2G309109	Zm00001d049471	42	23	3	7	11	2
GRMZM2G309126	Zm00001d024667	4	1	NA	NA	NA	NA
GRMZM2G309152	Zm00001d039274	283	357	216	269	104	148
GRMZM2G309163	Zm00001d044690	0	2	NA	NA	0	2
GRMZM2G309193	Zm00001d003909	0	5	19	6	NA	NA
GRMZM2G309258	Zm00001d021683	1	1	3	0	8	45
GRMZM2G309327	Zm00001d047535	0	2	1	0	1	0
GRMZM2G309368	Zm00001d017170	1392	1265	234	659	284	298
GRMZM2G309380	Zm00001d021682	5	10	6	14	64	96
GRMZM2G309479	Zm00001d042014	1	2	3	14	1	1
GRMZM2G309534	Zm00001d042170	15	0	4	0	10	0
GRMZM2G309568	Zm00001d008865	270	310	110	118	201	265
GRMZM2G309624	Zm00001d012801	79	48	34	8	48	21
GRMZM2G309660	Zm00001d043425	1708	1682	554	612	1192	1165
GRMZM2G309897	Zm00001d039967	49	109	42	21	19	8
GRMZM2G309933	Zm00001d024544	4051	3376	1620	1628	2553	2833
GRMZM2G309950	Zm00001d051660	266	221	272	224	624	586
GRMZM2G309970	Zm00001d022025	21	1	25	4	36	0
GRMZM2G310031	Zm00001d043371	60	39	11	17	22	15
GRMZM2G310069	Zm00001d042064	463	491	260	228	219	257
GRMZM2G310115	Zm00001d012560	7926	9129	3162	3070	3292	2838
GRMZM2G310144	Zm00001d036927	264	1060	32	733	77	402
GRMZM2G310155	Zm00001d048340	779	1218	361	393	419	360
GRMZM2G310175	Zm00001d009804	NA	NA	NA	NA	NA	NA
GRMZM2G310283	Zm00001d022205	4249	4442	4174	3637	4777	4160
GRMZM2G310321	Zm00001d047397	41	33	87	97	89	77
GRMZM2G310368	Zm00001d043205	452	1043	176	106	337	131
GRMZM2G310410	Zm00001d051399	201	63	20	9	53	15
GRMZM2G310431	Zm00001d012420	6584	4645	3586	12286	12791	21552
GRMZM2G310453	Zm00001d024700	9	11	16	7	143	104
GRMZM2G310569	Zm00001d044717	38	72	13	11	70	33
GRMZM2G310674	Zm00001d023710	409	792	102	264	210	215
GRMZM2G310739	Zm00001d038823	86	38	8	6	7	1
GRMZM2G310758	Zm00001d038825	284	321	115	137	102	118
GRMZM2G310840	Zm00001d044536	2	0	5	10	5	11
GRMZM2G310947	Zm00001d031222	34	72	167	115	840	667
GRMZM2G311003	Zm00001d043595	1128	1264	2067	1583	1157	1354
GRMZM2G311011	Zm00001d007343	0	1	15	0	0	4
GRMZM2G311036	Zm00001d029359	NA	NA	190	4	645	139
GRMZM2G311051	Zm00001d026246	5374	5348	3166	3289	3565	3706
GRMZM2G311059	Zm00001d026186	NA	NA	NA	NA	NA	NA
GRMZM2G311165	Zm00001d028330	553	0	146	0	393	0
GRMZM2G311220	Zm00001d012457	960	1682	585	781	482	579
GRMZM2G311316	Zm00001d024230	256	159	68	62	233	271
GRMZM2G311342	Zm00001d043690	NA	NA	NA	NA	NA	NA
GRMZM2G311656	Zm00001d029437	0	1	NA	NA	2	0
GRMZM2G311665	Zm00001d022427	393	482	250	247	166	168
GRMZM2G311680	Zm00001d011599	13	32	11	6	27	5
GRMZM2G311898	Zm00001d009568	35	344	14	12	32	10
GRMZM2G311905	Zm00001d053654	10	0	NA	NA	NA	NA
GRMZM2G311919	Zm00001d016144	352	400	1738	1732	177	332
GRMZM2G311961	Zm00001d034486	1032	1027	11380	5578	447	396
GRMZM2G312069	Zm00001d013231	0	4	0	2	4	4
GRMZM2G312075	Zm00001d019866	202	102	71	90	198	256
GRMZM2G312078	Zm00001d000390	1	2	8	3	1	0
GRMZM2G312091	Zm00001d034487	21	8	3	1	3	2
GRMZM2G312165	Zm00001d032916	299	150	116	60	73	52
GRMZM2G312201	Zm00001d043094	1217	1002	592	484	801	657
GRMZM2G312244	Zm00001d043095	951	2177	1311	2909	380	991
GRMZM2G312274	Zm00001d016582	NA	NA	0	1	6	14
GRMZM2G312301	Zm00001d054090	3	3	4	1	0	1
GRMZM2G312365	Zm00001d011981	3798	3704	2178	2132	2334	2189
GRMZM2G312419	Zm00001d008251	53	32	1	21	30	54
GRMZM2G312434	Zm00001d007155	238	187	61	50	90	85
GRMZM2G312438	Zm00001d027386	43	178	7	37	17	12
GRMZM2G312501	Zm00001d006295	465	438	298	214	321	267
GRMZM2G312521	Zm00001d052060	64	106	275	81	431	314
GRMZM2G312654	Zm00001d042607	52	41	6	10	8	7
GRMZM2G312661	Zm00001d029028	166	2522	158	181	425	375
GRMZM2G312672	Zm00001d042605	141	117	21	23	33	41
GRMZM2G312693	Zm00001d029740	807	650	1191	900	1065	1163
GRMZM2G312712	Zm00001d043805	2502	2122	1407	1137	1413	1579
GRMZM2G312738	Zm00001d013318	5484	5749	1820	3331	2380	2187
GRMZM2G312806	Zm00001d050886	34	29	49	39	18	18
GRMZM2G312838	Zm00001d019836	119	270	136	101	352	237
GRMZM2G312839	Zm00001d018902	1532	1338	1001	956	1479	1774
GRMZM2G312871	Zm00001d016607	140	43	14	11	19	7
GRMZM2G312877	Zm00001d009797	0	3	0	3	0	8
GRMZM2G312910	Zm00001d018901	250	225	924	932	107	144
GRMZM2G312944	Zm00001d017897	378	289	275	321	361	344
GRMZM2G312970	Zm00001d035695	1644	1543	593	597	1247	1226
GRMZM2G312997	Zm00001d035854	10	1	5	24	57	35
GRMZM2G313009	Zm00001d029499	1393	1196	2117	1779	2169	1945
GRMZM2G313020	Zm00001d002441	2200	738	321	340	445	444
GRMZM2G313027	Zm00001d018133	8487	7520	5094	5343	5042	4077
GRMZM2G313041	Zm00001d042410	0	174	0	40	0	36
GRMZM2G313068	Zm00001d038610	42	52	36	56	38	20
GRMZM2G313101	Zm00001d038607	3	14	9	6	11	16
GRMZM2G313184	Zm00001d035055	NA	NA	0	1	174	131
GRMZM2G313316	Zm00001d035024	6	3	701	332	304	112
GRMZM2G313341	Zm00001d014889	30	37	29	26	65	44
GRMZM2G313448	Zm00001d035506	4812	2716	413	465	462	379
GRMZM2G313460	Zm00001d012851	1620	1995	2184	2227	2413	2328
GRMZM2G313529	Zm00001d047420	2	13	22	23	46	67
GRMZM2G313643	Zm00001d021535	381	746	270	294	179	145
GRMZM2G313649	Zm00001d014161	98	101	53	71	113	74
GRMZM2G313656	Zm00001d012848	12	10	9	0	6	4
GRMZM2G313672	Zm00001d021536	2404	2738	2760	3993	3070	3500
