ftb,Freq
0,509800
1,122315
2,68751
3,44771
4,32494
5,24011
6,19434
7,15372
8,12790
9,10560
10,9725
11,8194
12,7431
13,6630
14,6185
15,5523
16,5172
17,4852
18,4717
19,4349
20,4102
21,4011
22,3709
23,3578
24,3472
25,3366
26,3238
27,3118
28,2993
29,3034
30,2896
31,2847
32,2877
33,2750
34,2731
35,2687
36,2739
37,2689
38,2585
39,2708
40,2706
41,2686
42,2649
43,2502
44,2718
45,2666
46,2772
47,2739
48,2830
49,2810
50,2915
51,2844
52,2973
53,3077
54,3118
55,3148
56,3388
57,3497
58,3513
59,3678
60,3875
61,4035
62,4131
63,4184
64,4460
65,4523
66,4806
67,5098
68,5260
69,5362
70,5687
71,5968
72,6306
73,6785
74,7111
75,7374
76,7822
77,8132
78,8654
79,9049
80,9640
81,9963
82,10442
83,10896
84,11296
85,12129
86,12556
87,13163
88,13840
89,14363
90,14932
91,15341
92,15710
93,16045
94,16188
95,15980
96,15897
97,15686
98,15110
99,14543
100,13697
101,12279
102,8866
