ftb,Freq
0,110890
1,32396
2,18361
3,11999
4,8635
5,6332
6,5321
7,4289
8,3630
9,3084
10,2825
11,2458
12,2264
13,1994
14,1897
15,1799
16,1630
17,1600
18,1545
19,1420
20,1264
21,1343
22,1262
23,1192
24,1194
25,1138
26,1151
27,1060
28,1099
29,1084
30,1025
31,1021
32,1076
33,1072
34,1071
35,1119
36,1086
37,1069
38,1082
39,1112
40,1089
41,1170
42,1171
43,1084
44,1210
45,1287
46,1349
47,1352
48,1474
49,1378
50,1504
51,1458
52,1578
53,1666
54,1731
55,1802
56,1907
57,2024
58,2038
59,2176
60,2317
61,2497
62,2553
63,2592
64,2850
65,2956
66,3033
67,3345
68,3384
69,3558
70,3797
71,4077
72,4333
73,4638
74,5025
75,5162
76,5508
77,5722
78,6104
79,6465
80,6945
81,7138
82,7589
83,7897
84,8316
85,8947
86,9489
87,9797
88,10366
89,10824
90,11313
91,11582
92,11814
93,12011
94,12029
95,11819
96,11646
97,11298
98,10569
99,9935
100,9142
101,7848
102,5551
