ftb,Freq
0,196616
1,44345
2,31441
3,18549
4,15501
5,11639
6,10558
7,8724
8,7866
9,6601
10,6212
11,5397
12,5008
13,4445
14,4226
15,4162
16,3847
17,3515
18,3386
19,3102
20,3104
21,2937
22,2769
23,2669
24,2629
25,2394
26,2448
27,2291
28,2317
29,2362
30,2161
31,2152
32,1967
33,2119
34,2019
35,2028
36,1978
37,2054
38,2047
39,1972
40,2015
41,2018
42,1971
43,1928
44,2088
45,1996
46,2052
47,2102
48,2040
49,1998
50,2004
51,2045
52,2065
53,2137
54,2012
55,2089
56,2115
57,2267
58,2236
59,2213
60,2167
61,2323
62,2391
63,2365
64,2498
65,2532
66,2672
67,2719
68,2749
69,2768
70,2941
71,3126
72,3251
73,3341
74,3404
75,3561
76,3716
77,3897
78,4085
79,4179
80,4407
81,4623
82,4938
83,5154
84,5343
85,5972
86,6285
87,6695
88,7485
89,7856
90,8793
91,9745
92,10815
93,11966
94,13573
95,14799
96,16977
97,18754
98,20615
99,21899
100,22045
101,19848
102,14368
