ftb,Freq
0,830895
1,35936
2,6646
3,2602
4,1494
5,984
6,756
7,539
8,462
9,348
10,315
11,260
12,210
13,237
14,184
15,169
16,151
17,133
18,119
19,100
20,93
21,86
22,83
23,79
24,78
25,41
26,39
27,44
28,36
29,32
30,33
31,32
32,23
33,22
34,22
35,17
36,19
37,12
38,18
39,16
40,8
41,8
42,11
43,7
44,9
45,6
46,9
47,5
48,3
49,3
50,1
51,2
52,3
53,1
54,4
55,1
56,0
57,1
58,3
59,0
60,0
61,0
62,0
63,1
64,0
65,1
66,0
67,3
68,0
69,0
70,0
71,0
72,0
73,2
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
