ftb,Freq
0,8745581
1,839474
2,140287
3,36332
4,14830
5,7912
6,4976
7,3339
8,2483
9,1960
10,1551
11,1336
12,1116
13,943
14,817
15,722
16,623
17,560
18,449
19,424
20,397
21,335
22,308
23,279
24,272
25,213
26,173
27,197
28,167
29,132
30,137
31,108
32,103
33,75
34,82
35,62
36,54
37,49
38,49
39,42
40,44
41,37
42,38
43,31
44,23
45,17
46,27
47,15
48,15
49,19
50,10
51,7
52,5
53,14
54,3
55,8
56,6
57,9
58,3
59,5
60,2
61,4
62,3
63,1
64,5
65,1
66,0
67,3
68,1
69,0
70,1
71,0
72,1
73,1
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
