ftb,Freq
0,102401
1,30141
2,16843
3,10981
4,7750
5,5705
6,4646
7,3643
8,3021
9,2527
10,2055
11,1813
12,1639
13,1528
14,1336
15,1091
16,1032
17,1005
18,888
19,812
20,766
21,754
22,700
23,647
24,574
25,610
26,594
27,572
28,494
29,513
30,454
31,440
32,457
33,428
34,385
35,434
36,433
37,369
38,393
39,410
40,419
41,412
42,387
43,406
44,417
45,375
46,401
47,391
48,378
49,416
50,382
51,381
52,410
53,399
54,375
55,392
56,401
57,451
58,430
59,426
60,427
61,443
62,467
63,451
64,461
65,469
66,523
67,511
68,523
69,531
70,522
71,564
72,643
73,609
74,644
75,662
76,693
77,716
78,731
79,676
80,745
81,746
82,842
83,817
84,874
85,920
86,984
87,988
88,1017
89,1028
90,1067
91,1067
92,1084
93,1123
94,1083
95,1014
96,967
97,954
98,869
99,741
100,626
101,493
102,232
