f,Freq
0,1100515
1,134102
2,87179
3,61837
4,54095
5,45886
6,43564
7,40631
8,39747
9,39062
10,39427
11,40082
12,42422
13,44067
14,48901
15,53639
16,60696
17,69886
18,82529
19,98463
20,121337
21,144316
22,172529
23,203210
24,238663
25,279427
26,325211
27,382111
28,449320
29,531508
30,631971
31,749753
32,886937
33,1035102
34,1185992
35,1324654
36,1438518
37,1497454
38,1480669
39,1352794
40,1065159
